alg_name,group_name,avg_ratings,min_ratings,minmax_ratings,std_ratings,avg_ndcgs_ratings,min_ndcgs_ratings,minmax_ndcgs_ratings,std_ndcgs_ratings,group_size
xpo,prs_2_se=1_noc=1000,69.2816745508695,57.1489196418645,0.7354398168435059,12.13275490900499,0.6982370988723083,0.6264511549847456,0.8163990025026643,0.07178594388756272,2
lm,prs_2_se=1_noc=1000,73.70035207548462,68.76587181195843,0.8805853725196972,4.934480263526181,0.7740181555935728,0.6706935692150597,0.7714551361520531,0.10332458637851304,2
dhondt_do,prs_2_se=1_noc=1000,82.83875527972693,64.43101535644762,0.6776707471199888,18.40773992327933,0.8254221753148504,0.7924015100556967,0.9238747567227229,0.03302066525915376,2
ep_fuzz_dhondt,prs_2_se=1_noc=1000,75.20629333010184,71.09150696051456,0.8977073539972208,4.114786369587278,0.7958987800491835,0.7053887924422613,0.7986050596152875,0.09050998760692215,2
fai,prs_2_se=1_noc=1000,69.96475700549898,58.12725652337704,0.7401560744729437,11.837500482121929,0.713031219569406,0.6510054067988338,0.8412613471899171,0.06202581277057237,2
gfar,prs_2_se=1_noc=1000,57.44679409183297,49.379729875615276,0.7754339384019131,8.067064216217688,0.6172574432832393,0.5633523849333241,0.8416984218864664,0.05390505834991508,2
npo,prs_2_se=1_noc=1000,67.06704652852679,54.49149831208906,0.7214875185321972,12.575548216437728,0.6789874565236168,0.5946303747611724,0.7840742241239925,0.08435708176244436,2
avg,prs_2_se=1_noc=1000,84.16027298752925,58.2568216159502,0.5890975988864391,25.903451371579056,0.8194555745861906,0.7257952634816044,0.7995394879625235,0.09366031110458616,2
xpo,prs_2_se=4_noc=1000,69.89148611545997,57.75025303268776,0.7348821661836787,12.1412330827722,0.7023074358334469,0.6337799408749104,0.8244551346864646,0.06852749495853651,2
lm,prs_2_se=4_noc=1000,74.13613950757139,69.36051693649598,0.8845533270192688,4.775622571075399,0.776847464424914,0.6755545384817097,0.775333697570495,0.10129292594320441,2
dhondt_do,prs_2_se=4_noc=1000,82.93243502822523,65.01634430308063,0.6861176122162151,17.916090725144596,0.8258936787445179,0.7948020444734084,0.9279184834781782,0.031091634271109603,2
ep_fuzz_dhondt,prs_2_se=4_noc=1000,75.6119126548828,71.70568015942946,0.9020325098482953,3.906232495453341,0.7983779433876855,0.7092070564132085,0.8011883973095203,0.08917088697447707,2
fai,prs_2_se=4_noc=1000,70.27577086224547,58.60364372330071,0.7433485684289202,11.672127138944745,0.7149641870578917,0.6544051922459679,0.844933164702074,0.060558994811923755,2
gfar,prs_2_se=4_noc=1000,57.85327480159176,50.15738467690556,0.7840838369941453,7.6958901246862,0.6216427938455715,0.5667978333854118,0.8397454505303212,0.05484496046015962,2
npo,prs_2_se=4_noc=1000,67.23295087409319,55.156214796820585,0.7290364419892864,12.076736077272617,0.6825444618373945,0.6030870128619699,0.7958212410867666,0.07945744897542466,2
avg,prs_2_se=4_noc=1000,84.29449198244279,59.07784948660209,0.5997096474390599,25.2166424958407,0.8203955028852766,0.7303197872292827,0.8061529809523176,0.09007571565599391,2
xpo,prs_3_se=1_noc=1000,60.04493616364506,45.76010704575584,0.6289756888826452,13.39418913370994,0.6047187979302278,0.48914715606727954,0.6895997747102396,0.0958120409205764,3
lm,prs_3_se=1_noc=1000,65.15614929203349,57.81059439397393,0.7943962031245523,6.987654055120704,0.6844974760742724,0.5467218281957171,0.6676044168956904,0.12005011693158227,3
dhondt_do,prs_3_se=1_noc=1000,75.56080126910814,52.75298615408713,0.5512271260902132,21.65894451242429,0.7426829820857197,0.6965308811778745,0.8842255903751485,0.03881526461405324,3
ep_fuzz_dhondt,prs_3_se=1_noc=1000,69.97525383651457,58.81825029514826,0.7587909079154234,9.057840975188123,0.7272566626610407,0.6143696530296094,0.7501793869858242,0.08982540387032568,3
fai,prs_3_se=1_noc=1000,59.33165011877155,46.29343287327633,0.6516663049176435,12.088836940209088,0.6056976524000938,0.48655372983803025,0.6795255269959036,0.09931471208607373,3
gfar,prs_3_se=1_noc=1000,53.939559344952535,42.96742628326251,0.6725739364301466,10.073862910180226,0.5757647009556713,0.46410468896091506,0.6871130533766212,0.0917675237770481,3
npo,prs_3_se=1_noc=1000,56.51743501442786,42.17124868223312,0.6087064008746438,13.364001282483478,0.5767300571671161,0.4426280083319787,0.6326025881019984,0.11202339289222371,3
avg,prs_3_se=1_noc=1000,77.52012519233662,46.77929587544,0.44773905054758895,31.331147018494566,0.7355480475858989,0.626969162310525,0.7336715541970755,0.09925962673953088,3
xpo,prs_3_se=4_noc=1000,59.84568633950982,46.33183533684274,0.6443674829659526,12.429746443126657,0.6025293586531311,0.4862685448185502,0.6873239125790148,0.09575600857599542,3
lm,prs_3_se=4_noc=1000,65.79946353446223,58.90132641726825,0.8058842256290258,6.554730462356729,0.6834487906209408,0.5546379654219654,0.6865908221426653,0.1121793003197846,3
dhondt_do,prs_3_se=4_noc=1000,75.59561895811781,53.84051946372353,0.5719474658884467,20.320409091800528,0.740118130758244,0.693291982956655,0.8818173634164048,0.03960245478199508,3
