alg_name,group_name,avg_ratings,corr_ratings,mae_ratings,avg_ndcgs_ratings,corr_ndcgs_ratings,mae_ndcgs_ratings,group_size
avg_uniform,prs_3_se=1_noc=1000,77.52012519233662,0.017262748010552432,0.17914143598516727,0.7355480475858989,0.017262748010552432,0.1466546451038668,3
dhondt_do,prs_3_se=1_noc=1000,72.34000418242023,0.4140816990489938,0.12900801232987977,0.7143601385530628,0.4140816990489938,0.10014877251945946,3
ep_fuzz_dhondt,prs_3_se=1_noc=1000,68.31670231039173,0.6654829017353907,0.08823556131796363,0.6981840020325885,0.6654829017353907,0.08917976153926514,3
avg,prs_3_se=1_noc=1000,73.51905406961174,0.40618264810173355,0.13718012735557986,0.7072126042663207,0.40618264810173355,0.09644229589362288,3
avg_uniform,prs_3_se=4_noc=1000,77.41622108790119,0.03984488647453004,0.1758028848963776,0.7347886222783766,0.03984488647453004,0.14671738771136744,3
dhondt_do,prs_3_se=4_noc=1000,72.74946572972586,0.48219146414386876,0.12431185855512844,0.714747791362084,0.48219146414386876,0.0995094643484418,3
ep_fuzz_dhondt,prs_3_se=4_noc=1000,68.47447212303945,0.7127775792965639,0.08363447792295277,0.6947606963226554,0.7127775792965639,0.08680451719146043,3
avg,prs_3_se=4_noc=1000,73.42271968192804,0.4742084983655426,0.1318862029418866,0.704788656867923,0.4742084983655426,0.094556603451897,3
avg_uniform,prs_4_se=1_noc=1000,71.38485444919375,0.008175342092158597,0.14260610879397695,0.6889809306349939,0.008175342092158597,0.11788196473478071,4
dhondt_do,prs_4_se=1_noc=1000,66.35075361748869,0.440620918026237,0.10359573334447375,0.6673722710925344,0.440620918026237,0.08340406634040182,4
ep_fuzz_dhondt,prs_4_se=1_noc=1000,63.593697690126746,0.6247229961494395,0.07732007731262511,0.6590762385672049,0.6247229961494395,0.07765513605021636,4
avg,prs_4_se=1_noc=1000,67.49670953860533,0.42434437251847207,0.1106685599521181,0.6594544871622774,0.42434437251847207,0.07954168382275299,4
avg_uniform,prs_4_se=4_noc=1000,73.07102956819027,0.0013733765456167345,0.1404839500844813,0.6834212798196642,0.0013733765456167345,0.1187089849204084,4
dhondt_do,prs_4_se=4_noc=1000,67.6155970149764,0.48764801249170586,0.09923207714247438,0.6599247625351461,0.48764801249170586,0.0817131183069821,4
ep_fuzz_dhondt,prs_4_se=4_noc=1000,65.48967343269771,0.6406221714753881,0.07468563318026743,0.6530792527431638,0.6406221714753881,0.07653575482598803,4
avg,prs_4_se=4_noc=1000,68.68806668600192,0.4613405970312868,0.10595720920216264,0.652079049136082,0.4613405970312868,0.07761282111595157,4
avg_uniform,prs_6_se=1_noc=1000,66.12355712856332,0.01642908890950033,0.0961138189981379,0.632343998197196,0.01642908890950033,0.07989447773196955,6
dhondt_do,prs_6_se=1_noc=1000,61.412695346229334,0.4362958372232326,0.07129558237668471,0.6128157340270318,0.4362958372232326,0.05978606793419621,6
ep_fuzz_dhondt,prs_6_se=1_noc=1000,59.9193137525743,0.5528090478657123,0.05581627292399767,0.6108776187112527,0.5528090478657123,0.05775435112851121,6
avg,prs_6_se=1_noc=1000,62.65209841872373,0.41156141971586396,0.07673254824437771,0.6066468462820837,0.41156141971586396,0.05677868135007917,6
avg_uniform,prs_6_se=4_noc=1000,66.41718175308858,0.004035714465837604,0.09494476533918234,0.6309090375366768,0.004035714465837604,0.08008979287305559,6
dhondt_do,prs_6_se=4_noc=1000,61.434184021837645,0.4577205515938888,0.07014339550004545,0.6087367296831897,0.4577205515938888,0.05937424696711173,6
ep_fuzz_dhondt,prs_6_se=4_noc=1000,60.237675305253234,0.5679742895069113,0.05485501727320075,0.6081784979659469,0.5679742895069113,0.05630200059715393,6
avg,prs_6_se=4_noc=1000,62.83735469475311,0.43287937646659014,0.07497499410330656,0.6045506916262543,0.43287937646659014,0.05652497013009655,6
avg_uniform,prs_8_se=1_noc=1000,61.92144741174829,0.015991999228475516,0.07256011798425879,0.5997076316527035,0.015991999228475516,0.061891919346902635,8
dhondt_do,prs_8_se=1_noc=1000,57.16251696829015,0.4412270648986403,0.05510802773375333,0.5778156038276884,0.4412270648986403,0.048051947042709466,8
ep_fuzz_dhondt,prs_8_se=1_noc=1000,56.54052868355328,0.5291632796613246,0.04408664920185573,0.5819242534838095,0.5291632796613246,0.046615988852274824,8
avg,prs_8_se=1_noc=1000,58.78486778853965,0.413943417863922,0.058791849914905485,0.5756202318361067,0.413943417863922,0.04540228247407116,8
avg_uniform,prs_8_se=4_noc=1000,62.78152374225869,0.012692395995379581,0.0711709728165927,0.5955478317183935,0.012692395995379581,0.06153098411704692,8
dhondt_do,prs_8_se=4_noc=1000,57.859414202345434,0.46303949653252935,0.053741590314481336,0.5715226941909664,0.46303949653252935,0.04752363534238232,8
ep_fuzz_dhondt,prs_8_se=4_noc=1000,57.52154508565215,0.5492330779495792,0.04307822161452536,0.5758680510728198,0.5492330779495792,0.0455046850069622,8
avg,prs_8_se=4_noc=1000,59.397406881485516,0.4401183284149443,0.05642506417695069,0.570249213878253,0.4401183284149443,0.044235151779996484,8
