alg_name,group_name,avg_ratings,corr_ratings,mae_ratings,avg_ndcgs_ratings,corr_ndcgs_ratings,mae_ndcgs_ratings,group_size
avg_uniform,prs_3_se=1_noc=1000,52.055612609043855,-0.022555790795179075,0.15171749901262654,0.843392146711307,-0.022555790795179075,0.14415874106559745,3
dhondt_do,prs_3_se=1_noc=1000,50.730474272277135,0.479690398462409,0.12250772734617897,0.8267132514849603,0.479690398462409,0.1152613853067478,3
ep_fuzz_dhondt,prs_3_se=1_noc=1000,48.972646504172374,0.7753744925188452,0.10177612620443927,0.806006849291535,0.7753744925188452,0.10338097063250351,3
avg,prs_3_se=1_noc=1000,50.62219005909562,0.47293399664584657,0.12266207754831117,0.8226681786185794,0.47293399664584657,0.11313077494553035,3
avg_uniform,prs_3_se=4_noc=1000,52.07707792125504,-0.0001355334490693485,0.14720511955922644,0.8473493272924594,-0.0001355334490693485,0.14226111447580586,3
dhondt_do,prs_3_se=4_noc=1000,50.923757981444446,0.5258822464062086,0.12065156627326085,0.8315660141902712,0.5258822464062086,0.11587000427294498,3
ep_fuzz_dhondt,prs_3_se=4_noc=1000,49.242759230441315,0.7900642431119824,0.10111399927320716,0.810987160406962,0.7900642431119824,0.1035451758434161,3
avg,prs_3_se=4_noc=1000,50.72647602776365,0.5206816501363037,0.11958273369558106,0.8270498974869431,0.5206816501363037,0.11297795372188672,3
avg_uniform,prs_4_se=1_noc=1000,50.54968527335864,0.022184346792106697,0.11573765738242685,0.8150504426620481,0.022184346792106697,0.11240521114308978,4
dhondt_do,prs_4_se=1_noc=1000,49.4229930938055,0.5084414901646368,0.09648001002852029,0.8000775329892207,0.5084414901646368,0.09360508465314929,4
ep_fuzz_dhondt,prs_4_se=1_noc=1000,48.01209448947669,0.6929039365632168,0.0833738628702489,0.7834018920318492,0.6929039365632168,0.08655964638784186,4
avg,prs_4_se=1_noc=1000,49.24008440860251,0.49958733629853835,0.096063826658539,0.7952251503849652,0.49958733629853835,0.0914572677742658,4
avg_uniform,prs_4_se=4_noc=1000,50.532489841874,-0.012478185797526273,0.11559390788706525,0.8215840940264881,-0.012478185797526273,0.11222788038207716,4
dhondt_do,prs_4_se=4_noc=1000,49.4278289766087,0.5079810798409026,0.09705471498796298,0.8065617893791016,0.5079810798409026,0.09391391397271943,4
ep_fuzz_dhondt,prs_4_se=4_noc=1000,48.0885360933653,0.7018438063475939,0.08457729560680358,0.7903104695505929,0.7018438063475939,0.08653569749305971,4
avg,prs_4_se=4_noc=1000,49.30928254353211,0.4969166040790465,0.09644211034451719,0.8030750040812593,0.4969166040790465,0.09215545939446956,4
avg_uniform,prs_6_se=1_noc=1000,48.6532906201234,-0.009518937874888955,0.0817887589970056,0.7875985112013334,-0.009518937874888955,0.08012812629740643,6
dhondt_do,prs_6_se=1_noc=1000,47.71194033649993,0.472493977453504,0.07099012585433769,0.774100647710716,0.472493977453504,0.06960025287292024,6
ep_fuzz_dhondt,prs_6_se=1_noc=1000,46.567530729160254,0.5961573047480369,0.06358084234131238,0.7600259083562705,0.5961573047480369,0.06565121798867261,6
avg,prs_6_se=1_noc=1000,47.56791577496738,0.4608941555087265,0.07054557643632259,0.7702477461158016,0.4608941555087265,0.06857968172836162,6
avg_uniform,prs_6_se=4_noc=1000,49.02581160311977,0.016647324619331716,0.08076727673267652,0.7866705443040647,0.016647324619331716,0.07989257062291719,6
dhondt_do,prs_6_se=4_noc=1000,48.091210510416786,0.5104241418585697,0.07035222663808086,0.7725879645408118,0.5104241418585697,0.06954646881681963,6
ep_fuzz_dhondt,prs_6_se=4_noc=1000,46.991536605334105,0.6188315693053024,0.06321022082530037,0.759013633513103,0.6188315693053024,0.06540752034631879,6
avg,prs_6_se=4_noc=1000,47.921989753826594,0.5005933851429162,0.0696316557151333,0.7685201712766823,0.5005933851429162,0.06838011547163977,6
avg_uniform,prs_8_se=1_noc=1000,47.55360744433138,0.0037234211637788557,0.0609928038831469,0.7702388936352926,0.0037234211637788557,0.060236307763913005,8
dhondt_do,prs_8_se=1_noc=1000,46.7177709198586,0.4397667837897727,0.05395838876047905,0.7582762309161838,0.4397667837897727,0.05359327941852196,8
ep_fuzz_dhondt,prs_8_se=1_noc=1000,45.79373005677062,0.5408468645169421,0.049184162958859017,0.7467627055921094,0.5408468645169421,0.05111362866809677,8
avg,prs_8_se=1_noc=1000,46.61448499326961,0.4326020064317355,0.05352117672240719,0.7550650990465531,0.4326020064317355,0.05286269738121345,8
avg_uniform,prs_8_se=4_noc=1000,48.059219223825096,0.009378925314110692,0.060558611681256355,0.7666921683126543,0.009378925314110692,0.06002572856579286,8
dhondt_do,prs_8_se=4_noc=1000,47.228477777823535,0.4687976832188731,0.05379284475714539,0.7544457200151621,0.4687976832188731,0.05335793454051273,8
ep_fuzz_dhondt,prs_8_se=4_noc=1000,46.30668085599731,0.5701456801149294,0.049011822576139036,0.7429558690131237,0.5701456801149294,0.05056101190416129,8
avg,prs_8_se=4_noc=1000,47.13197782435171,0.4591983349446766,0.053321806745006854,0.751683485946106,0.4591983349446766,0.05264893002644882,8
