alg_name,group_name,avg_ratings,min_ratings,minmax_ratings,std_ratings,avg_ndcgs_ratings,min_ndcgs_ratings,minmax_ndcgs_ratings,std_ndcgs_ratings,group_size
xpo,prs_2_se=1_noc=1000,50.37884940360079,46.22131602227623,0.8545307293118563,4.157533381324567,0.8209025826833591,0.778130545527387,0.9014085553410379,0.04277203715597198,2
lm,prs_2_se=1_noc=1000,51.691453217252224,50.24516527639026,0.9470022675242303,1.4462879408619636,0.861839839841222,0.8019488077976779,0.872094752264402,0.0598910320435441,2
dhondt_do,prs_2_se=1_noc=1000,54.267433976663646,48.583017745166956,0.8230515756761027,5.684416231496696,0.8934898355808755,0.8717320017120397,0.952657783859053,0.02175783386883581,2
ep_fuzz_dhondt,prs_2_se=1_noc=1000,52.70407226931134,51.372256303255284,0.952804975527616,1.3318159660560633,0.8794559628407282,0.825700161650373,0.88559969612947,0.05375580119035526,2
fai,prs_2_se=1_noc=1000,50.36828936995834,46.35572380661712,0.8592798941474155,4.012565563341229,0.8282718871886814,0.79114052142326,0.9141389065612215,0.03713136576542125,2
gfar,prs_2_se=1_noc=1000,46.20647455661237,43.071647267096985,0.8761630792041317,3.1348272895153912,0.7697145323573422,0.7350011282470593,0.9141353695702271,0.03471340411028289,2
npo,prs_2_se=1_noc=1000,49.08086089593466,44.97336968155448,0.853884439142369,4.107491214380182,0.8024892263293397,0.7504608690806039,0.8796634327108233,0.05202835724873578,2
avg,prs_2_se=1_noc=1000,54.39815259761267,47.21412421358459,0.7848731175268757,7.184028384028088,0.8924038697318311,0.8504435092508246,0.9110259222998331,0.041960360481006584,2
xpo,prs_2_se=4_noc=1000,51.03290104507633,47.18071689973782,0.8668671731021598,3.8521841453385095,0.8214447579333612,0.7808088035566019,0.9060389023184582,0.04063595437675942,2
lm,prs_2_se=4_noc=1000,52.40127768976883,51.09180872670693,0.9526224301631299,1.3094689630619045,0.862088033008135,0.8106749463585321,0.8892348325561013,0.0514130866496029,2
dhondt_do,prs_2_se=4_noc=1000,54.79309213515652,49.861830662959385,0.8466153440549165,4.931261472197138,0.8923442048181208,0.8706703858609856,0.9526631705159827,0.021673818957135264,2
ep_fuzz_dhondt,prs_2_se=4_noc=1000,53.50150100698367,52.43588593985552,0.962561323808449,1.065615067128151,0.8802652377822808,0.8327369829878841,0.8983948506753889,0.04752825479439663,2
fai,prs_2_se=4_noc=1000,50.96411562220007,47.33347916559128,0.873437354993891,3.6306364566087943,0.8281707115456068,0.7932640438074345,0.9187975916974706,0.0349066677381724,2
gfar,prs_2_se=4_noc=1000,46.706719941126345,43.87250620958889,0.8890075785872996,2.8342137315374556,0.7676196583778988,0.7355774414253496,0.9200254345202847,0.03204221695254911,2
npo,prs_2_se=4_noc=1000,49.65832709369612,45.69863594030445,0.8598534210782982,3.9596911533916637,0.8017037720204544,0.7518481488229616,0.8840370332818773,0.049855623197492815,2
avg,prs_2_se=4_noc=1000,54.90084464934233,48.60494115520466,0.811262577610819,6.295903494137666,0.8915741731112978,0.8532246711360887,0.9181507606590003,0.03834950197520915,2
xpo,prs_3_se=1_noc=1000,47.61720922277938,42.2557079013554,0.7986900825043058,4.734869468090763,0.770785269778901,0.6890202806245724,0.8193132229248585,0.06591355001111741,3
lm,prs_3_se=1_noc=1000,49.116201407054234,46.83487826943898,0.9072426393369141,2.0825970535980485,0.8090972079504758,0.7220946387232342,0.8115781634762759,0.07290249961970675,3
dhondt_do,prs_3_se=1_noc=1000,51.91528551355215,45.08705385625285,0.7667777979951222,6.198630963033671,0.8448907195598735,0.8097590533334524,0.9220829992587873,0.029329821822387147,3
ep_fuzz_dhondt,prs_3_se=1_noc=1000,50.67908140524694,47.83269899191395,0.8995872470320639,2.3154801125672813,0.8345227583774812,0.7580719889126972,0.8427450991227197,0.061546103995561104,3
fai,prs_3_se=1_noc=1000,46.82547008213754,41.89738010114468,0.8106428872875641,4.342576096686871,0.7619797293543717,0.6826433126123898,0.8181381065473915,0.06517337596964609,3
gfar,prs_3_se=1_noc=1000,45.74224929054064,41.174181555016396,0.8229107852042776,3.89139209179436,0.744162232474306,0.6666921944802405,0.820703044280804,0.06300707348355232,3
npo,prs_3_se=1_noc=1000,45.68773719127772,40.28399808924043,0.789553207629019,4.795706957900027,0.7416517616694367,0.6522516926663011,0.7944781368537471,0.07296439110891237,3
avg,prs_3_se=1_noc=1000,52.055612609043855,43.67174301014912,0.7193743505673662,7.893687774266239,0.843392146711307,0.7920480020000996,0.8854645875709931,0.04405311712405351,3
xpo,prs_3_se=4_noc=1000,47.802769150901234,42.75424867042258,0.8131060465749659,4.364615621898412,0.775012171453055,0.6980771324817174,0.8275322702028161,0.06233375820975809,3
lm,prs_3_se=4_noc=1000,49.532704765114765,47.49766657752985,0.917166327140005,1.87127743275775,0.8162410004979044,0.7405893149810907,0.8360360753545488,0.06299588658618517,3
dhondt_do,prs_3_se=4_noc=1000,51.97276379990525,46.09033611530699,0.7965614307709804,5.327520019203972,0.8484362058314074,0.8135208185706108,0.9234495091719995,0.028765001261472335,3
ep_fuzz_dhondt,prs_3_se=4_noc=1000,50.901549997511324,48.702833691991756,0.9215229595131945,1.7978322770238129,0.8389710086250861,0.7687071097183942,0.855496779374958,0.05639679670946063,3
fai,prs_3_se=4_noc=1000,47.04982797914959,42.46313421800487,0.8237873691995008,4.018853284768771,0.7670642532279669,0.6926567414684812,0.8275490904580175,0.06186103158035775,3
gfar,prs_3_se=4_noc=1000,45.97818438915358,41.60466415673471,0.8306450512376387,3.7044531518579076,0.7480621592262214,0.6806003262298812,0.8425190801663008,0.05499421029284204,3
npo,prs_3_se=4_noc=1000,45.91103408968273,40.696846259881326,0.7975503107754134,4.611286853217909,0.7468575417808526,0.6646752326974715,0.8097957580704358,0.06708853085107763,3
avg,prs_3_se=4_noc=1000,52.07707792125504,44.81307999548089,0.7542463776056851,6.757628905168607,0.8473493272924594,0.7998818329948626,0.8943643131559249,0.04053875828196446,3
xpo,prs_4_se=1_noc=1000,46.111610789190756,39.883671717142995,0.7595232994474013,5.0559059939310735,0.7445522492721558,0.6364822379936795,0.7634626563729462,0.07738534551261882,4
lm,prs_4_se=1_noc=1000,47.750171871095034,44.71533837511712,0.8755027928198913,2.5077398829458835,0.7820834486966364,0.6797486287250941,0.7777125378024851,0.07653477471293268,4
dhondt_do,prs_4_se=1_noc=1000,50.43540266704653,43.075192865598815,0.7394034132436705,6.120273802182035,0.8165099758487682,0.764735255623833,0.8844163278021082,0.03880855404326682,4
ep_fuzz_dhondt,prs_4_se=1_noc=1000,49.404867691106396,45.482021829855306,0.8616421835363354,2.7975046202679996,0.808332583748719,0.7150255794350122,0.8081125502911619,0.0674093807598872,4
fai,prs_4_se=1_noc=1000,44.862397194041336,39.10573115373272,0.7712214937097276,4.621143329299647,0.7262485723797696,0.621233311150657,0.7612464827689344,0.07627426510415108,4
gfar,prs_4_se=1_noc=1000,44.3767557687035,39.063701098508474,0.7896801270756705,4.1074865861607215,0.7226498196046377,0.6220998732213256,0.7695461303947064,0.07321928751154816,4
npo,prs_4_se=1_noc=1000,43.8249052535845,37.635998307952335,0.7536065198158096,4.9206972321622375,0.7092608847052014,0.5970823576066874,0.739692822903048,0.08213027376908899,4
avg,prs_4_se=1_noc=1000,50.54968527335864,41.73103816989152,0.6897411331076387,7.680398014127686,0.8150504426620481,0.7534986880148165,0.8637165754703878,0.046152671699808336,4
xpo,prs_4_se=4_noc=1000,46.25873426123421,40.32114708085805,0.7731279497999466,4.718033083003488,0.7515151637964474,0.64906581141169,0.7750810150701729,0.07338994855285792,4
lm,prs_4_se=4_noc=1000,47.95660715093557,45.31475824651968,0.8884243115130326,2.2505639619207822,0.7893284699713757,0.6964123961187094,0.7997493004854728,0.06902628667432321,4
dhondt_do,prs_4_se=4_noc=1000,50.44473447057388,44.023201179935114,0.7665295990804499,5.417542118677243,0.8226644195782651,0.7709678523665603,0.8856535977914778,0.03878680649310774,4
ep_fuzz_dhondt,prs_4_se=4_noc=1000,49.52072900156735,46.33266956649338,0.8839689983731333,2.322338113482006,0.814622890111088,0.7279328061466205,0.8220094910096853,0.06266394747062383,4
