0.78,0.22
0.10,0.90
0.77,0.23
0.49,0.51
0.36,0.64
0.42,0.58
0.36,0.64
0.50,0.50
0.48,0.52
0.78,0.22
0.82,0.18
0.21,0.79
0.45,0.55
0.49,0.51
0.57,0.43
0.34,0.66
0.80,0.20
0.12,0.88
0.89,0.11
0.02,0.98
0.43,0.57
0.45,0.55
0.41,0.59
0.26,0.74
0.30,0.70
0.54,0.46
0.00,1.00
0.59,0.41
0.19,0.81
0.49,0.51
0.18,0.82
0.57,0.43
0.57,0.43
0.48,0.52
0.54,0.46
0.38,0.62
0.21,0.79
0.27,0.73
0.14,0.86
0.49,0.51
0.66,0.34
0.22,0.78
0.34,0.66
0.59,0.41
0.37,0.63
0.93,0.07
0.56,0.44
0.63,0.37
0.19,0.81
0.31,0.69
0.45,0.55
0.32,0.68
0.70,0.30
0.28,0.72
0.45,0.55
0.22,0.78
0.38,0.62
0.16,0.84
1.00,0.00
0.72,0.28
0.66,0.34
0.46,0.54
0.78,0.22
0.75,0.25
0.63,0.37
0.53,0.47
0.34,0.66
0.50,0.50
0.36,0.64
0.60,0.40
0.64,0.36
0.43,0.57
0.72,0.28
0.69,0.31
0.43,0.57
0.31,0.69
0.16,0.84
0.14,0.86
0.20,0.80
0.36,0.64
0.58,0.42
0.57,0.43
0.86,0.14
0.09,0.91
0.74,0.26
0.88,0.12
0.91,0.09
0.45,0.55
0.55,0.45
0.15,0.85
0.62,0.38
0.24,0.76
0.48,0.52
0.59,0.41
0.33,0.67
0.40,0.60
0.26,0.74
0.42,0.58
0.62,0.38
0.01,0.99
0.42,0.58
0.92,0.08
0.66,0.34
0.59,0.41
0.22,0.78
0.01,0.99
0.64,0.36
0.48,0.52
0.62,0.38
0.48,0.52
0.45,0.55
0.86,0.14
0.55,0.45
1.00,0.00
0.54,0.46
0.60,0.40
0.39,0.61
0.31,0.69
0.33,0.67
0.11,0.89
0.74,0.26
0.10,0.90
0.16,0.84
0.55,0.45
0.47,0.53
0.13,0.87
0.54,0.46
0.07,0.93
0.93,0.07
0.99,0.01
0.42,0.58
0.52,0.48
0.41,0.59
0.22,0.78
0.38,0.62
0.09,0.91
0.48,0.52
0.59,0.41
0.61,0.39
0.82,0.18
0.31,0.69
0.77,0.23
0.38,0.62
0.47,0.53
0.63,0.37
0.85,0.15
0.99,0.01
0.55,0.45
0.65,0.35
0.37,0.63
0.48,0.52
0.37,0.63
0.27,0.73
0.33,0.67
0.00,1.00
0.94,0.06
0.28,0.72
0.47,0.53
0.25,0.75
0.58,0.42
0.87,0.13
0.67,0.33
0.26,0.74
0.89,0.11
0.63,0.37
0.30,0.70
0.07,0.93
0.30,0.70
0.22,0.78
0.26,0.74
0.69,0.31
0.87,0.13
0.51,0.49
0.60,0.40
0.45,0.55
0.42,0.58
0.64,0.36
0.35,0.65
0.73,0.27
0.47,0.53
0.10,0.90
0.62,0.38
0.51,0.49
0.51,0.49
0.92,0.08
0.53,0.47
0.04,0.96
0.48,0.52
0.39,0.61
0.64,0.36
0.53,0.47
0.49,0.51
0.40,0.60
0.66,0.34
0.63,0.37
0.94,0.06
0.58,0.42
0.01,0.99
0.12,0.88
0.45,0.55
0.35,0.65
0.27,0.73
0.16,0.84
0.92,0.08
0.16,0.84
0.37,0.63
1.00,0.00
0.37,0.63
0.05,0.95
0.55,0.45
0.02,0.98
0.50,0.50
0.71,0.29
0.67,0.33
0.49,0.51
0.35,0.65
0.33,0.67
0.47,0.53
0.44,0.56
0.44,0.56
0.74,0.26
0.61,0.39
0.97,0.03
0.04,0.96
0.49,0.51
0.77,0.23
0.07,0.93
0.70,0.30
0.57,0.43
0.48,0.52
0.53,0.47
0.41,0.59
0.76,0.24
0.52,0.48
0.69,0.31
0.13,0.87
0.68,0.32
0.42,0.58
0.08,0.92
0.46,0.54
0.76,0.24
0.47,0.53
0.35,0.65
0.53,0.47
0.45,0.55
0.15,0.85
0.49,0.51
0.61,0.39
0.92,0.08
0.90,0.10
0.05,0.95
0.60,0.40
0.87,0.13
0.59,0.41
0.75,0.25
0.94,0.06
0.08,0.92
0.62,0.38
0.77,0.23
0.40,0.60
0.66,0.34
0.78,0.22
0.45,0.55
0.24,0.76
0.92,0.08
0.51,0.49
0.77,0.23
0.30,0.70
0.89,0.11
0.49,0.51
0.45,0.55
0.13,0.87
0.29,0.71
0.41,0.59
0.45,0.55
0.65,0.35
0.79,0.21
0.28,0.72
0.39,0.61
0.97,0.03
0.77,0.23
0.29,0.71
0.50,0.50
0.08,0.92
0.44,0.56
0.99,0.01
0.35,0.65
0.86,0.14
0.35,0.65
0.89,0.11
0.36,0.64
0.58,0.42
0.82,0.18
0.65,0.35
0.64,0.36
0.90,0.10
0.99,0.01
0.93,0.07
0.55,0.45
0.02,0.98
0.46,0.54
0.56,0.44
0.28,0.72
0.96,0.04
0.42,0.58
0.59,0.41
0.39,0.61
0.96,0.04
0.83,0.17
0.53,0.47
0.82,0.18
0.85,0.15
0.00,1.00
0.60,0.40
0.71,0.29
0.74,0.26
0.63,0.37
0.33,0.67
0.65,0.35
0.85,0.15
0.99,0.01
0.55,0.45
0.43,0.57
1.00,0.00
0.97,0.03
0.30,0.70
0.70,0.30
0.47,0.53
0.44,0.56
0.41,0.59
0.73,0.27
0.74,0.26
0.51,0.49
0.47,0.53
0.58,0.42
0.46,0.54
0.55,0.45
0.68,0.32
0.46,0.54
0.90,0.10
0.50,0.50
0.29,0.71
0.47,0.53
0.38,0.62
0.28,0.72
0.53,0.47
0.45,0.55
0.34,0.66
0.37,0.63
0.35,0.65
0.57,0.43
0.02,0.98
0.22,0.78
0.83,0.17
0.91,0.09
0.50,0.50
0.37,0.63
0.19,0.81
0.28,0.72
0.47,0.53
0.46,0.54
0.49,0.51
0.50,0.50
0.47,0.53
0.77,0.23
0.59,0.41
0.61,0.39
0.66,0.34
0.25,0.75
0.66,0.34
0.60,0.40
0.55,0.45
0.71,0.29
0.09,0.91
0.24,0.76
0.27,0.73
0.50,0.50
0.54,0.46
0.64,0.36
0.55,0.45
0.68,0.32
0.98,0.02
0.55,0.45
0.73,0.27
0.52,0.48
0.41,0.59
0.44,0.56
0.96,0.04
0.31,0.69
0.22,0.78
0.48,0.52
0.40,0.60
0.42,0.58
0.85,0.15
0.15,0.85
0.07,0.93
0.41,0.59
0.15,0.85
0.60,0.40
0.73,0.27
0.31,0.69
0.33,0.67
0.60,0.40
0.47,0.53
0.03,0.97
0.85,0.15
0.37,0.63
0.45,0.55
0.48,0.52
0.57,0.43
0.31,0.69
0.54,0.46
0.40,0.60
0.52,0.48
0.24,0.76
0.13,0.87
0.45,0.55
0.78,0.22
0.47,0.53
0.37,0.63
0.40,0.60
0.70,0.30
0.63,0.37
0.39,0.61
0.48,0.52
0.02,0.98
0.29,0.71
0.54,0.46
0.70,0.30
0.36,0.64
0.77,0.23
0.75,0.25
0.31,0.69
0.94,0.06
0.43,0.57
0.44,0.56
0.55,0.45
0.78,0.22
0.50,0.50
0.75,0.25
0.36,0.64
0.60,0.40
0.54,0.46
0.77,0.23
0.45,0.55
0.44,0.56
0.20,0.80
0.95,0.05
0.22,0.78
0.35,0.65
0.60,0.40
0.16,0.84
0.51,0.49
0.75,0.25
0.27,0.73
0.40,0.60
0.54,0.46
0.82,0.18
0.47,0.53
0.46,0.54
0.80,0.20
0.47,0.53
0.16,0.84
0.47,0.53
0.59,0.41
0.54,0.46
0.02,0.98
0.45,0.55
0.36,0.64
0.32,0.68
0.56,0.44
0.15,0.85
0.98,0.02
0.50,0.50
0.63,0.37
0.41,0.59
0.59,0.41
0.65,0.35
0.56,0.44
0.48,0.52
0.89,0.11
0.41,0.59
0.99,0.01
0.54,0.46
0.57,0.43
0.41,0.59
0.36,0.64
0.27,0.73
0.20,0.80
0.28,0.72
0.65,0.35
0.58,0.42
0.69,0.31
0.63,0.37
0.51,0.49
0.59,0.41
0.44,0.56
0.30,0.70
0.59,0.41
0.40,0.60
0.56,0.44
0.45,0.55
0.48,0.52
0.18,0.82
0.83,0.17
0.45,0.55
0.11,0.89
0.66,0.34
0.90,0.10
0.85,0.15
0.48,0.52
0.06,0.94
0.75,0.25
0.24,0.76
0.31,0.69
0.20,0.80
0.65,0.35
0.53,0.47
0.10,0.90
0.41,0.59
0.17,0.83
0.73,0.27
0.01,0.99
0.48,0.52
0.51,0.49
0.36,0.64
0.76,0.24
0.32,0.68
0.44,0.56
0.36,0.64
0.84,0.16
0.47,0.53
0.43,0.57
0.51,0.49
0.77,0.23
0.36,0.64
0.23,0.77
0.75,0.25
0.08,0.92
0.40,0.60
0.64,0.36
0.16,0.84
0.14,0.86
0.47,0.53
0.11,0.89
0.31,0.69
0.67,0.33
0.12,0.88
0.26,0.74
0.56,0.44
0.83,0.17
0.40,0.60
0.96,0.04
0.57,0.43
0.10,0.90
0.40,0.60
0.57,0.43
0.80,0.20
0.49,0.51
0.74,0.26
0.85,0.15
0.73,0.27
0.89,0.11
0.66,0.34
0.94,0.06
0.85,0.15
0.28,0.72
0.49,0.51
0.15,0.85
0.43,0.57
0.46,0.54
0.59,0.41
0.70,0.30
0.41,0.59
0.88,0.12
0.44,0.56
0.77,0.23
0.55,0.45
0.96,0.04
0.23,0.77
0.60,0.40
0.63,0.37
0.30,0.70
0.47,0.53
0.12,0.88
0.90,0.10
0.49,0.51
0.68,0.32
0.70,0.30
0.36,0.64
0.77,0.23
0.58,0.42
0.44,0.56
0.24,0.76
0.78,0.22
0.40,0.60
0.33,0.67
0.88,0.12
0.03,0.97
0.45,0.55
0.44,0.56
0.10,0.90
0.30,0.70
0.28,0.72
0.04,0.96
0.14,0.86
0.50,0.50
0.55,0.45
0.46,0.54
0.71,0.29
0.21,0.79
0.16,0.84
0.35,0.65
0.46,0.54
0.48,0.52
0.75,0.25
0.48,0.52
0.49,0.51
0.77,0.23
0.81,0.19
0.01,0.99
0.83,0.17
0.44,0.56
0.05,0.95
0.57,0.43
0.23,0.77
0.50,0.50
0.02,0.98
0.55,0.45
0.32,0.68
0.63,0.37
0.12,0.88
0.15,0.85
0.01,0.99
0.44,0.56
0.63,0.37
0.88,0.12
0.95,0.05
0.27,0.73
0.68,0.32
0.42,0.58
0.82,0.18
0.78,0.22
0.47,0.53
0.80,0.20
0.35,0.65
0.29,0.71
0.48,0.52
0.70,0.30
0.12,0.88
0.63,0.37
0.64,0.36
0.26,0.74
0.25,0.75
0.33,0.67
0.50,0.50
0.64,0.36
0.41,0.59
0.56,0.44
0.38,0.62
0.35,0.65
0.79,0.21
0.63,0.37
0.98,0.02
0.61,0.39
0.81,0.19
0.23,0.77
0.50,0.50
0.36,0.64
0.61,0.39
0.52,0.48
0.52,0.48
0.69,0.31
0.46,0.54
0.85,0.15
0.51,0.49
0.67,0.33
0.34,0.66
0.24,0.76
0.70,0.30
0.67,0.33
0.57,0.43
0.88,0.12
0.48,0.52
0.50,0.50
0.29,0.71
0.98,0.02
0.04,0.96
0.81,0.19
0.64,0.36
0.53,0.47
0.74,0.26
0.62,0.38
0.75,0.25
0.25,0.75
0.49,0.51
0.66,0.34
0.52,0.48
0.65,0.35
0.36,0.64
0.56,0.44
0.91,0.09
0.58,0.42
0.41,0.59
0.52,0.48
0.79,0.21
0.44,0.56
0.07,0.93
0.28,0.72
0.94,0.06
0.54,0.46
0.04,0.96
0.92,0.08
0.80,0.20
0.71,0.29
0.52,0.48
0.34,0.66
0.33,0.67
0.84,0.16
0.84,0.16
0.58,0.42
0.22,0.78
0.52,0.48
0.62,0.38
0.49,0.51
0.58,0.42
0.48,0.52
0.88,0.12
0.62,0.38
0.85,0.15
0.60,0.40
0.58,0.42
0.49,0.51
0.26,0.74
0.99,0.01
0.20,0.80
0.05,0.95
0.50,0.50
0.77,0.23
0.27,0.73
0.63,0.37
0.47,0.53
0.44,0.56
0.18,0.82
0.77,0.23
0.34,0.66
0.32,0.68
0.90,0.10
0.13,0.87
0.35,0.65
0.14,0.86
0.09,0.91
0.39,0.61
0.07,0.93
0.51,0.49
0.90,0.10
0.55,0.45
0.53,0.47
0.68,0.32
0.80,0.20
0.44,0.56
0.40,0.60
0.50,0.50
0.86,0.14
0.95,0.05
0.72,0.28
0.71,0.29
0.91,0.09
0.48,0.52
0.69,0.31
0.29,0.71
0.56,0.44
0.45,0.55
0.42,0.58
0.97,0.03
0.30,0.70
0.78,0.22
0.18,0.82
0.50,0.50
0.18,0.82
0.78,0.22
0.03,0.97
0.54,0.46
0.58,0.42
0.63,0.37
0.90,0.10
0.17,0.83
0.12,0.88
0.70,0.30
0.34,0.66
0.34,0.66
0.02,0.98
0.59,0.41
0.00,1.00
0.82,0.18
0.11,0.89
0.62,0.38
0.44,0.56
0.77,0.23
0.97,0.03
0.09,0.91
0.10,0.90
0.54,0.46
0.16,0.84
0.13,0.87
0.70,0.30
0.52,0.48
0.48,0.52
0.47,0.53
0.25,0.75
0.87,0.13
0.23,0.77
0.19,0.81
0.39,0.61
0.59,0.41
0.96,0.04
0.11,0.89
0.61,0.39
0.37,0.63
0.16,0.84
0.47,0.53
0.52,0.48
0.85,0.15
0.38,0.62
0.46,0.54
0.29,0.71
0.87,0.13
0.65,0.35
0.62,0.38
0.27,0.73
0.44,0.56
0.44,0.56
0.26,0.74
0.07,0.93
0.60,0.40
0.33,0.67
0.39,0.61
0.38,0.62
0.24,0.76
0.67,0.33
0.51,0.49
0.93,0.07
0.51,0.49
0.03,0.97
0.45,0.55
0.55,0.45
0.84,0.16
0.37,0.63
0.72,0.28
0.67,0.33
0.71,0.29
0.20,0.80
0.20,0.80
0.34,0.66
0.57,0.43
0.32,0.68
0.44,0.56
0.66,0.34
0.46,0.54
0.57,0.43
0.49,0.51
0.47,0.53
0.31,0.69
0.70,0.30
0.54,0.46
0.69,0.31
0.63,0.37
0.42,0.58
0.52,0.48
0.49,0.51
0.61,0.39
0.76,0.24
0.80,0.20
0.59,0.41
0.39,0.61
0.72,0.28
0.26,0.74
0.18,0.82
0.37,0.63
0.79,0.21
0.66,0.34
0.84,0.16
0.63,0.37
0.80,0.20
0.38,0.62
0.93,0.07
0.58,0.42
0.39,0.61
0.70,0.30
0.66,0.34
0.27,0.73
0.14,0.86
0.74,0.26
0.62,0.38
0.43,0.57
0.05,0.95
0.98,0.02
0.55,0.45
0.13,0.87
0.84,0.16
0.47,0.53
0.33,0.67
0.98,0.02
0.51,0.49
0.80,0.20
0.45,0.55
0.15,0.85
0.73,0.27
0.33,0.67
0.66,0.34
0.47,0.53
0.81,0.19
0.20,0.80
0.81,0.19
0.73,0.27
0.50,0.50
0.85,0.15
0.60,0.40
0.68,0.32
0.68,0.32
0.30,0.70
0.50,0.50
0.95,0.05
0.43,0.57
0.19,0.81
0.45,0.55
0.25,0.75
0.11,0.89
0.39,0.61
0.74,0.26
0.70,0.30
0.64,0.36
0.05,0.95
0.89,0.11
0.14,0.86
0.59,0.41
0.69,0.31
0.11,0.89
0.40,0.60
0.26,0.74
0.24,0.76
0.53,0.47
0.69,0.31
0.65,0.35
0.80,0.20
0.33,0.67
0.87,0.13
0.34,0.66
0.11,0.89
0.65,0.35
0.21,0.79
0.36,0.64
0.42,0.58
0.36,0.64
0.83,0.17
0.75,0.25
0.22,0.78
0.44,0.56
0.95,0.05
0.91,0.09
0.68,0.32
0.89,0.11
0.69,0.31
0.49,0.51
0.78,0.22
0.55,0.45
0.62,0.38
0.23,0.77
0.56,0.44
0.87,0.13
0.27,0.73
0.52,0.48
0.44,0.56
0.13,0.87
0.17,0.83
0.51,0.49
0.54,0.46
0.16,0.84
0.47,0.53
0.40,0.60
0.19,0.81
0.55,0.45
0.51,0.49
0.38,0.62
0.45,0.55
0.48,0.52
0.79,0.21
0.47,0.53
0.84,0.16
0.86,0.14
0.27,0.73
0.58,0.42
0.34,0.66
0.31,0.69
0.53,0.47
0.89,0.11
0.35,0.65
0.97,0.03
0.53,0.47
0.46,0.54
