0.41,0.11,0.42,0.06
0.20,0.33,0.11,0.36
0.49,0.25,0.23,0.03
0.35,0.24,0.18,0.23
0.26,0.24,0.22,0.28
0.38,0.08,0.35,0.19
0.25,0.16,0.25,0.34
0.46,0.00,0.45,0.09
0.25,0.27,0.20,0.29
0.06,0.25,0.32,0.37
0.41,0.17,0.30,0.13
0.35,0.03,0.51,0.11
0.04,0.33,0.61,0.02
0.35,0.45,0.03,0.16
0.42,0.02,0.39,0.17
0.19,0.20,0.33,0.27
0.13,0.26,0.12,0.49
0.12,0.30,0.09,0.49
0.47,0.51,0.02,0.00
0.04,0.24,0.53,0.19
0.18,0.33,0.12,0.37
0.15,0.28,0.39,0.17
0.20,0.39,0.06,0.35
0.28,0.37,0.21,0.13
0.46,0.22,0.01,0.31
0.33,0.24,0.14,0.29
0.16,0.44,0.28,0.12
0.05,0.36,0.22,0.37
0.40,0.30,0.22,0.07
0.10,0.28,0.26,0.36
0.28,0.33,0.16,0.23
0.23,0.32,0.23,0.22
0.30,0.14,0.19,0.37
0.34,0.16,0.30,0.20
0.06,0.51,0.02,0.40
0.37,0.37,0.08,0.18
0.24,0.36,0.33,0.07
0.02,0.35,0.32,0.31
0.04,0.61,0.04,0.31
0.30,0.39,0.24,0.07
0.23,0.38,0.28,0.12
0.42,0.03,0.44,0.10
0.07,0.19,0.05,0.69
0.63,0.01,0.35,0.01
0.57,0.07,0.21,0.14
0.16,0.45,0.10,0.29
0.00,0.18,0.43,0.39
0.31,0.10,0.46,0.13
0.06,0.51,0.26,0.17
0.10,0.30,0.23,0.37
0.35,0.15,0.18,0.32
0.15,0.29,0.16,0.41
0.34,0.29,0.29,0.09
0.31,0.22,0.07,0.40
0.43,0.21,0.33,0.03
0.04,0.24,0.24,0.48
0.34,0.31,0.26,0.09
0.45,0.11,0.28,0.15
0.30,0.35,0.06,0.29
0.61,0.08,0.25,0.06
0.18,0.21,0.14,0.47
0.12,0.36,0.20,0.31
0.13,0.39,0.30,0.18
0.02,0.31,0.62,0.05
0.02,0.14,0.73,0.12
0.15,0.29,0.28,0.28
0.38,0.14,0.02,0.46
0.17,0.37,0.45,0.01
0.38,0.42,0.14,0.05
0.16,0.07,0.54,0.22
0.42,0.39,0.16,0.03
0.11,0.16,0.42,0.31
0.15,0.37,0.27,0.21
0.23,0.22,0.27,0.28
0.36,0.25,0.01,0.38
0.26,0.07,0.07,0.60
0.24,0.24,0.23,0.29
0.03,0.38,0.40,0.18
0.05,0.19,0.36,0.40
0.24,0.22,0.28,0.27
0.40,0.44,0.07,0.08
0.24,0.01,0.30,0.45
0.25,0.33,0.36,0.06
0.07,0.28,0.23,0.41
0.48,0.09,0.24,0.19
0.35,0.26,0.31,0.08
0.60,0.25,0.12,0.03
0.36,0.05,0.12,0.47
0.26,0.12,0.11,0.51
0.15,0.30,0.21,0.33
0.16,0.28,0.47,0.09
0.29,0.40,0.11,0.20
0.19,0.17,0.46,0.18
0.28,0.06,0.29,0.36
0.12,0.20,0.31,0.38
0.34,0.20,0.33,0.12
0.11,0.34,0.31,0.25
0.59,0.18,0.19,0.03
0.12,0.14,0.42,0.32
0.38,0.50,0.03,0.10
0.36,0.28,0.08,0.29
0.31,0.18,0.34,0.17
0.27,0.39,0.33,0.01
0.11,0.20,0.26,0.43
0.43,0.39,0.06,0.12
0.46,0.01,0.22,0.32
0.18,0.18,0.17,0.47
0.38,0.26,0.00,0.36
0.03,0.29,0.18,0.50
0.19,0.26,0.32,0.23
0.08,0.48,0.16,0.27
0.39,0.21,0.02,0.38
0.44,0.06,0.24,0.27
0.17,0.39,0.15,0.28
0.25,0.19,0.36,0.20
0.31,0.17,0.33,0.19
0.41,0.05,0.15,0.39
0.29,0.24,0.28,0.20
0.01,0.56,0.17,0.26
0.00,0.33,0.48,0.19
0.08,0.35,0.03,0.55
0.21,0.11,0.41,0.27
0.22,0.20,0.29,0.29
0.06,0.18,0.37,0.39
0.05,0.08,0.49,0.38
0.35,0.16,0.21,0.27
0.24,0.34,0.40,0.02
0.15,0.42,0.14,0.29
0.24,0.33,0.11,0.32
0.28,0.28,0.19,0.25
0.19,0.54,0.02,0.24
0.43,0.14,0.03,0.40
0.36,0.25,0.09,0.30
0.27,0.19,0.09,0.45
0.45,0.20,0.12,0.24
0.17,0.45,0.25,0.14
0.06,0.36,0.15,0.43
0.20,0.41,0.05,0.34
0.05,0.32,0.50,0.13
0.31,0.28,0.30,0.12
0.14,0.29,0.13,0.44
0.65,0.04,0.08,0.23
0.32,0.10,0.25,0.33
0.51,0.07,0.40,0.02
0.08,0.56,0.25,0.11
0.11,0.26,0.32,0.31
0.09,0.40,0.06,0.45
0.39,0.03,0.44,0.14
0.11,0.32,0.34,0.23
0.50,0.00,0.26,0.23
0.14,0.48,0.05,0.34
0.29,0.32,0.38,0.01
0.32,0.22,0.22,0.24
0.32,0.27,0.21,0.20
0.26,0.39,0.06,0.29
0.11,0.14,0.27,0.48
0.28,0.14,0.26,0.31
0.28,0.46,0.08,0.17
0.47,0.26,0.16,0.12
0.13,0.50,0.37,0.01
0.27,0.14,0.45,0.14
0.19,0.25,0.34,0.22
0.24,0.03,0.06,0.67
0.35,0.17,0.36,0.11
0.30,0.10,0.24,0.36
0.12,0.42,0.38,0.08
0.11,0.33,0.35,0.22
0.51,0.08,0.03,0.38
0.45,0.12,0.00,0.43
0.33,0.33,0.31,0.02
0.04,0.31,0.36,0.29
0.39,0.33,0.20,0.09
0.27,0.32,0.35,0.07
0.31,0.17,0.24,0.28
0.40,0.12,0.07,0.41
0.12,0.08,0.29,0.52
0.08,0.36,0.22,0.34
0.05,0.16,0.36,0.43
0.13,0.36,0.04,0.48
0.09,0.05,0.44,0.41
0.18,0.30,0.22,0.30
0.15,0.04,0.66,0.15
0.26,0.58,0.00,0.16
0.07,0.27,0.24,0.43
0.25,0.20,0.23,0.32
0.04,0.35,0.37,0.24
0.17,0.36,0.17,0.30
0.18,0.29,0.50,0.03
0.24,0.29,0.26,0.20
0.18,0.26,0.30,0.27
0.07,0.39,0.17,0.36
0.30,0.24,0.06,0.39
0.05,0.33,0.33,0.29
0.03,0.26,0.28,0.43
0.34,0.26,0.23,0.17
0.34,0.43,0.21,0.01
0.16,0.37,0.32,0.15
0.40,0.20,0.01,0.39
0.27,0.03,0.29,0.41
0.43,0.22,0.05,0.30
0.40,0.09,0.15,0.36
0.13,0.51,0.23,0.14
0.47,0.02,0.31,0.20
0.11,0.60,0.06,0.23
0.31,0.20,0.32,0.17
0.12,0.09,0.24,0.54
0.19,0.22,0.32,0.27
0.45,0.30,0.21,0.04
0.10,0.29,0.36,0.25
0.30,0.04,0.43,0.24
0.36,0.21,0.36,0.07
0.38,0.17,0.41,0.03
0.36,0.31,0.30,0.02
0.42,0.30,0.06,0.22
0.31,0.30,0.30,0.09
0.20,0.29,0.28,0.22
0.44,0.38,0.18,0.00
0.24,0.30,0.20,0.26
0.21,0.16,0.16,0.46
0.10,0.77,0.08,0.05
0.25,0.23,0.17,0.36
0.35,0.46,0.04,0.16
0.39,0.26,0.33,0.01
0.03,0.22,0.33,0.42
0.19,0.08,0.43,0.30
0.28,0.19,0.02,0.51
0.18,0.17,0.29,0.36
0.16,0.40,0.23,0.21
0.43,0.30,0.04,0.23
0.18,0.27,0.27,0.27
0.15,0.21,0.27,0.38
0.24,0.20,0.43,0.14
0.54,0.14,0.01,0.31
0.15,0.28,0.22,0.35
0.49,0.16,0.09,0.27
0.72,0.10,0.01,0.18
0.01,0.42,0.40,0.17
0.09,0.07,0.78,0.06
0.44,0.04,0.43,0.08
0.16,0.13,0.37,0.34
0.38,0.12,0.17,0.32
0.15,0.03,0.39,0.43
0.20,0.31,0.10,0.38
0.34,0.16,0.38,0.12
0.44,0.31,0.04,0.21
0.33,0.34,0.03,0.30
0.44,0.34,0.17,0.04
0.45,0.13,0.06,0.36
0.25,0.38,0.33,0.04
0.08,0.23,0.10,0.59
0.47,0.09,0.17,0.27
0.01,0.12,0.45,0.42
0.27,0.22,0.16,0.34
0.03,0.32,0.59,0.06
0.27,0.12,0.24,0.36
0.40,0.10,0.43,0.06
0.26,0.22,0.29,0.23
0.04,0.19,0.40,0.37
0.43,0.18,0.05,0.34
0.36,0.38,0.19,0.07
0.17,0.32,0.33,0.17
0.19,0.08,0.59,0.14
0.02,0.50,0.12,0.36
0.20,0.39,0.40,0.02
0.23,0.36,0.16,0.25
0.02,0.51,0.09,0.38
0.38,0.37,0.19,0.05
0.10,0.24,0.32,0.34
0.06,0.14,0.54,0.25
0.24,0.09,0.06,0.61
0.16,0.31,0.37,0.17
0.30,0.25,0.28,0.17
0.17,0.63,0.09,0.12
0.39,0.05,0.10,0.46
0.36,0.12,0.19,0.33
0.08,0.28,0.50,0.14
0.01,0.34,0.52,0.14
0.10,0.25,0.53,0.12
0.31,0.06,0.11,0.52
0.75,0.09,0.13,0.03
0.14,0.28,0.06,0.51
0.37,0.23,0.24,0.15
0.31,0.29,0.01,0.39
0.55,0.01,0.42,0.02
0.56,0.18,0.24,0.02
0.18,0.23,0.05,0.54
0.16,0.42,0.03,0.39
0.35,0.15,0.21,0.29
0.21,0.30,0.18,0.31
0.19,0.27,0.22,0.32
0.59,0.22,0.11,0.09
0.13,0.34,0.08,0.45
0.01,0.50,0.32,0.17
0.38,0.18,0.07,0.36
0.19,0.46,0.33,0.02
0.11,0.18,0.25,0.46
0.35,0.24,0.12,0.29
0.22,0.38,0.02,0.38
0.05,0.44,0.05,0.46
0.14,0.28,0.22,0.36
0.21,0.30,0.23,0.26
0.25,0.15,0.27,0.33
0.32,0.01,0.30,0.37
0.09,0.33,0.36,0.23
0.05,0.15,0.37,0.44
0.07,0.04,0.50,0.39
0.01,0.44,0.32,0.22
0.24,0.26,0.24,0.26
0.15,0.36,0.42,0.08
0.22,0.18,0.29,0.31
0.13,0.39,0.39,0.09
0.30,0.31,0.16,0.23
0.29,0.24,0.23,0.24
0.12,0.58,0.15,0.15
0.38,0.20,0.24,0.17
0.03,0.13,0.60,0.24
0.16,0.42,0.26,0.16
0.08,0.26,0.24,0.42
0.25,0.37,0.13,0.25
0.25,0.03,0.22,0.50
0.32,0.39,0.02,0.27
0.18,0.36,0.06,0.41
0.18,0.30,0.36,0.16
0.32,0.29,0.15,0.24
0.27,0.13,0.34,0.27
0.05,0.34,0.41,0.20
0.29,0.23,0.35,0.13
0.31,0.12,0.02,0.55
0.14,0.16,0.38,0.32
0.21,0.18,0.34,0.27
0.34,0.17,0.41,0.08
0.44,0.20,0.08,0.28
0.34,0.34,0.31,0.01
0.04,0.10,0.47,0.39
0.15,0.58,0.21,0.06
0.28,0.22,0.41,0.08
0.57,0.30,0.01,0.12
0.50,0.35,0.12,0.03
0.28,0.11,0.11,0.51
0.26,0.02,0.35,0.36
0.16,0.32,0.08,0.43
0.36,0.42,0.07,0.15
0.32,0.16,0.11,0.41
0.51,0.15,0.26,0.08
0.04,0.70,0.19,0.06
0.14,0.29,0.32,0.24
0.32,0.28,0.08,0.32
0.39,0.19,0.05,0.37
0.10,0.49,0.33,0.08
0.37,0.24,0.07,0.33
0.09,0.33,0.26,0.33
0.29,0.17,0.29,0.25
0.28,0.28,0.17,0.28
0.34,0.22,0.19,0.26
0.04,0.15,0.33,0.48
0.30,0.13,0.07,0.50
0.08,0.44,0.29,0.20
0.42,0.26,0.26,0.06
0.28,0.06,0.35,0.31
0.06,0.38,0.25,0.30
0.26,0.16,0.26,0.31
0.38,0.28,0.07,0.28
0.11,0.18,0.26,0.44
0.22,0.29,0.17,0.32
0.09,0.30,0.25,0.36
0.27,0.23,0.26,0.24
0.05,0.23,0.07,0.64
0.41,0.28,0.05,0.26
0.06,0.37,0.13,0.44
0.13,0.37,0.23,0.27
0.27,0.21,0.32,0.20
0.37,0.14,0.21,0.27
0.27,0.28,0.06,0.38
0.16,0.40,0.11,0.33
