alg_name,group_name,avg_ratings,corr_ratings,mae_ratings,avg_ndcgs_ratings,corr_ndcgs_ratings,mae_ndcgs_ratings,group_size
avg_uniform,prs_3_se=1_noc=1000,6.21770087146759,0.0101531690569214,0.19234616072286229,0.6929724134372411,0.0101531690569214,0.1807020883875905,3
dhondt_do,prs_3_se=1_noc=1000,5.751421802937984,0.4531764130963134,0.13484736342586576,0.6561237408244728,0.4531764130963134,0.1240077483988706,3
ep_fuzz_dhondt,prs_3_se=1_noc=1000,5.651447066903114,0.6412528429126624,0.08907826566802649,0.6569510188462004,0.6412528429126624,0.09401177484097051,3
avg,prs_3_se=1_noc=1000,5.90961072742939,0.4499158030409188,0.14773436992061725,0.6635022388950561,0.4499158030409188,0.13315586920753514,3
avg_uniform,prs_3_se=4_noc=1000,7.276557465553283,0.011244199075375994,0.16524239354368106,0.8124353228520468,0.011244199075375994,0.15677981391650986,3
dhondt_do,prs_3_se=4_noc=1000,7.005625181019306,0.35349371837699095,0.13210649461926272,0.7860077308724037,0.35349371837699095,0.12619193999836273,3
ep_fuzz_dhondt,prs_3_se=4_noc=1000,6.82177307677269,0.532511732384377,0.10551952177971602,0.7754465304245441,0.532511732384377,0.10919674629974177,3
avg,prs_3_se=4_noc=1000,7.048757643342018,0.3524306510931624,0.1354622919865259,0.7856419304032081,0.3524306510931624,0.12316174122777675,3
avg_uniform,prs_4_se=1_noc=1000,5.778565880775452,-0.00977778352241616,0.15204167738924557,0.6424853499952817,-0.00977778352241616,0.1424801023112335,4
dhondt_do,prs_4_se=1_noc=1000,5.240031566023827,0.39955869327618654,0.10925654278916627,0.594143395733126,0.39955869327618654,0.09972971593724222,4
ep_fuzz_dhondt,prs_4_se=1_noc=1000,5.22524980378151,0.5312695527206981,0.07924255316357036,0.6040788805792645,0.5312695527206981,0.08172839393145266,4
avg,prs_4_se=1_noc=1000,5.47563594520092,0.3852397285878545,0.12240664800000352,0.6105091712472531,0.3852397285878545,0.1095945914599329,4
avg_uniform,prs_4_se=4_noc=1000,7.034000208139419,-0.000855930039594444,0.13242995991059636,0.7701425785472827,-0.000855930039594444,0.12502584915566933,4
dhondt_do,prs_4_se=4_noc=1000,6.735281721830368,0.30002612395588396,0.10861512110254262,0.7423913324591989,0.30002612395588396,0.10186329007337926,4
ep_fuzz_dhondt,prs_4_se=4_noc=1000,6.644389553308487,0.4179779504019641,0.09132430195597,0.7394398899345246,0.4179779504019641,0.09209423491750482,4
avg,prs_4_se=4_noc=1000,6.825132263898849,0.3038438420033793,0.11217200101326802,0.7468791909428856,0.3038438420033793,0.10327733798002858,4
avg_uniform,prs_6_se=1_noc=1000,5.197496602416039,-0.012938475426094111,0.11067988094745024,0.5787739605093475,-0.012938475426094111,0.10560982300178133,6
dhondt_do,prs_6_se=1_noc=1000,4.596908074438572,0.31662864567020194,0.08487684190806621,0.5183661049833933,0.31662864567020194,0.07894179339223573,6
ep_fuzz_dhondt,prs_6_se=1_noc=1000,4.690151729464531,0.42643835258567114,0.0649271554477117,0.5394124063687689,0.42643835258567114,0.06683074053903354,6
avg,prs_6_se=1_noc=1000,4.942218456983566,0.3153616341692938,0.09404646942242069,0.5496651174854152,0.3153616341692938,0.08722034740322987,6
avg_uniform,prs_6_se=4_noc=1000,6.70155059337616,-0.032641350219729325,0.09532579622357812,0.7262642592017963,-0.032641350219729325,0.09020799778041241,6
dhondt_do,prs_6_se=4_noc=1000,6.380646716713906,0.20787247366279904,0.0798407283689264,0.6940940642586968,0.20787247366279904,0.07526745683611848,6
ep_fuzz_dhondt,prs_6_se=4_noc=1000,6.353395829200744,0.28424957444953486,0.071405613139146,0.69785090317825,0.28424957444953486,0.0710868675703413,6
avg,prs_6_se=4_noc=1000,6.520915508747101,0.21146858992199288,0.08372592040784571,0.7061786365310181,0.21146858992199288,0.07796889215368435,6
avg_uniform,prs_8_se=1_noc=1000,4.923383430242539,0.006735306661231643,0.08427293211494251,0.5443689987897096,0.006735306661231643,0.08013748662445266,8
dhondt_do,prs_8_se=1_noc=1000,4.315332855939865,0.25408989703222223,0.06714352911562514,0.48206007763656294,0.25408989703222223,0.06241023611268632,8
ep_fuzz_dhondt,prs_8_se=1_noc=1000,4.488382172584534,0.32480017409962575,0.05465208402424276,0.5104764913394246,0.32480017409962575,0.05542695685477054,8
avg,prs_8_se=1_noc=1000,4.727535195708275,0.2525569763356831,0.07465244805478857,0.5219069993287881,0.2525569763356831,0.06960359935319367,8
avg_uniform,prs_8_se=4_noc=1000,6.395014373064041,0.009054026447021106,0.07140357769659837,0.6939960255387307,0.009054026447021106,0.06871786118587625,8
dhondt_do,prs_8_se=4_noc=1000,6.059990750074387,0.19686103554916234,0.06198353963603847,0.6586505110541392,0.19686103554916234,0.05924948244180066,8
ep_fuzz_dhondt,prs_8_se=4_noc=1000,6.096016394138336,0.253234784897577,0.056098863049019274,0.6691326329624507,0.253234784897577,0.05641246156046977,8
avg,prs_8_se=4_noc=1000,6.2604264514446255,0.19353991126088615,0.06517415402242704,0.6787516504895567,0.19353991126088615,0.06201566206255419,8
