alg_name,group_name,avg_ratings,min_ratings,minmax_ratings,std_ratings,avg_ndcgs_ratings,min_ndcgs_ratings,minmax_ndcgs_ratings,std_ndcgs_ratings,group_size
avg_uniform,prs_2_se=1_noc=1000,23.96788099193573,17.829562477588652,0.6103275879509747,6.13831855493784,1.672568967415749,1.4392712087554058,0.7597517924839966,0.23329775866034294,2
dhondt_do,prs_2_se=1_noc=1000,32.63114087677002,30.435585263252257,0.8750113708078862,2.195555609852774,2.1622603092582393,2.027979606000426,0.8796852601634356,0.13428070325781385,2
ep_fuzz_dhondt,prs_2_se=1_noc=1000,22.117680539608003,21.526061367988586,0.9517358564138413,0.5916191501817666,1.6322885881376712,1.4624691942221493,0.8150692162858681,0.1698193939155221,2
avg,prs_2_se=1_noc=1000,22.844993677139282,20.808332940101625,0.83671894967556,2.036660710349679,1.6643037426730547,1.5790353256168161,0.9022726865792886,0.08526841705623871,2
avg_uniform,prs_2_se=4_noc=1000,27.469469252586364,21.943791167497636,0.6750396987684071,5.525678082644939,1.8711749425402742,1.7112638254937573,0.8436154872683115,0.15991111704651645,2
dhondt_do,prs_2_se=4_noc=1000,38.01899901676178,35.19214975166321,0.8590469712018967,2.826849261701107,2.418365271512841,2.312095230377544,0.9126567418382274,0.10627004113529653,2
ep_fuzz_dhondt,prs_2_se=4_noc=1000,25.824299008369447,24.831205323696135,0.9269393953680992,0.9930936642423039,1.8250262729837041,1.678729485415586,0.8526197069360714,0.14629678756811784,2
avg,prs_2_se=4_noc=1000,26.56356896686554,24.17301470041275,0.8330115410685539,2.3905542380213736,1.858019795363653,1.78245013501034,0.9215428950890386,0.07556966035331301,2
avg_uniform,prs_3_se=1_noc=1000,22.00057074165344,13.449184166757389,0.44454004989193346,7.48177980747819,1.4844321524752733,1.0653564134379718,0.5781667256037007,0.3377565586325654,3
dhondt_do,prs_3_se=1_noc=1000,28.33025289964676,24.47414883518219,0.7581388041079045,3.403929136754945,1.8382771631773607,1.61651162753604,0.7789698126098159,0.18886424963831086,3
ep_fuzz_dhondt,prs_3_se=1_noc=1000,20.090458203315734,18.132843646526336,0.8400488654971123,1.6479648148465202,1.4370527227837055,1.2558739378005384,0.7686752595414978,0.1607792907794614,3
avg,prs_3_se=1_noc=1000,20.59741994380951,17.356938128471374,0.7337340489625931,2.708120578981936,1.464244504272325,1.2991978328582932,0.8007686609411985,0.13544042369025672,3
avg_uniform,prs_3_se=4_noc=1000,25.68600516796112,18.958371401906014,0.5804180249758065,5.948079320691526,1.734160237496368,1.4667568279937542,0.7427721513595574,0.21554820739518016,3
dhondt_do,prs_3_se=4_noc=1000,35.15723344612122,30.712504953861238,0.7715512622445821,3.8442256966382264,2.2138892101077974,1.9972801008849783,0.8191232065936783,0.18207197016572382,3
ep_fuzz_dhondt,prs_3_se=4_noc=1000,24.379173043727874,21.917210453510286,0.8250300844460726,2.0680895215990023,1.6956575724372829,1.5186616821650774,0.8076782282918682,0.15351084207911378,3
avg,prs_3_se=4_noc=1000,24.84166776227951,21.26598235464096,0.7530250935703516,2.9693718032687904,1.7188576104889037,1.5628574547308975,0.8333572833131337,0.13101744237883758,3
avg_uniform,prs_4_se=1_noc=1000,20.440194685935975,10.529660189338028,0.356136614441406,7.761620383918285,1.374234298086446,0.8191055825373315,0.45693829721823487,0.38971388348172004,4
dhondt_do,prs_4_se=1_noc=1000,25.399440433502196,20.34024510860443,0.6684039624929428,4.046607595801354,1.6449354172645754,1.335205159841159,0.6793928980964713,0.23922345424749222,4
ep_fuzz_dhondt,prs_4_se=1_noc=1000,18.56195807313919,15.30365906882286,0.7264895973280072,2.4338396053798497,1.3148444359863993,1.0933889425175503,0.7068849907271066,0.17752143302893345,4
avg,prs_4_se=1_noc=1000,18.844579607486725,14.782621842861175,0.655799488812685,3.0315790814459325,1.3369630734140006,1.0927873838984505,0.7032919667794462,0.17794482395375372,4
avg_uniform,prs_4_se=4_noc=1000,24.782792624473572,16.643718947291376,0.502725916489726,6.485268438577652,1.6423538254407515,1.2561675521815523,0.6406065518323645,0.2708450298851848,4
dhondt_do,prs_4_se=4_noc=1000,33.47034445762634,27.415576110839844,0.6883604949563742,4.782866055607796,2.069762907796341,1.772894798587372,0.7455414806821363,0.2257979432541658,4
