3013,1256,3606,4041,2405,1245
5029,4268,5162,3550,5137,2102
4621,1472,3072,3916,1688,4235
3969,4863,260,2381,1267,2193
679,5026,2215,2751,4392,927
664,4698,1476,4365,4267,4791
1755,4529,3260,1163,1853,1970
2013,3337,2166,1122,1352,2154
2631,3447,3543,2836,1280,1830
4043,4027,3450,4480,4506,3549
442,3232,2822,5042,3397,1025
1247,3167,26,2611,5119,3156
969,1311,2736,1957,2669,2096
4687,272,314,588,403,2338
1536,452,2087,2551,3613,2737
1894,4408,1007,3388,3364,613
3243,5152,4938,5092,4546,4908
5107,5125,5051,3981,3498,5090
5006,602,860,4964,4340,240
2527,782,3213,1656,2392,2154
3215,4920,4678,1618,1315,4206
1672,4431,2246,5162,1143,34
2084,2383,4761,3219,3216,2650
5150,4060,1303,4406,4682,5107
5029,4268,4607,5162,2690,3369
2687,889,2645,631,1808,1163
4983,4030,3893,3877,603,1292
2970,5012,2829,2405,5062,4582
4705,2724,5053,3949,4584,2579
2557,942,1518,2007,793,4524
2360,2106,2280,3596,2960,2210
1828,4814,1347,4583,238,2455
4920,794,4865,3172,4189,4198
880,3391,3488,1972,3677,1069
4181,3241,1825,807,1072,1202
2208,309,58,3196,1778,2784
4455,4243,2370,4272,3348,4698
3517,4505,2139,1371,667,2778
5149,2194,5188,4896,4060,5162
1352,2435,4428,60,2289,1458
4393,3212,5059,3139,2410,857
2806,3066,2283,3292,841,1712
4886,2572,4741,3073,2383,2953
4549,4886,2841,2973,2452,2572
2939,2943,3056,3897,2274,733
2337,2180,4288,1724,1177,199
73,4311,3318,706,3380,268
575,4123,1302,3714,1007,4840
5030,5125,4873,5103,1925,4843
3268,187,3023,2253,2003,925
3985,1716,4976,2662,2322,454
1036,4762,613,4743,4205,967
2335,1459,4447,4869,5156,2965
4357,4177,962,4677,1365,3950
2350,4147,442,3959,3822,3347
521,1895,607,3505,1533,937
1333,279,1090,5152,487,3465
2854,2984,4257,4576,1218,2844
1220,3159,2144,1371,3336,1519
3771,2549,3246,1492,2238,3776
4860,1588,2021,76,2170,2465
676,2738,1194,731,2659,1852
2773,3597,3743,3995,1356,971
512,707,1920,3334,856,3043
837,4196,4551,2695,2669,4164
89,1958,1684,4071,4524,3864
2887,1194,134,422,18,4571
2402,5108,3956,5148,5049,2026
1960,3069,4210,54,2765,1291
4942,2861,1925,5035,1147,590
4727,3801,2819,3946,421,1277
3652,3928,2398,1145,4436,2376
1946,4435,3042,2215,2960,4748
4879,2074,1698,5125,29,5076
3531,5071,3244,2015,1860,568
3561,4801,445,693,2206,3483
1931,5173,2023,2765,2745,4750
3755,4992,1299,4155,2300,2589
3659,2634,2851,3801,548,870
2666,3031,2452,4186,4027,2314
2815,4272,1674,3928,3685,3911
377,4205,1319,4971,1261,279
511,2671,4986,4884,2121,4643
553,37,616,1503,963,4528
2548,2758,3446,4517,4139,3366
