3493,4484,1927
4253,2215,1946
46,3357,3159
4162,1903,2871
1230,3915,4035
4341,3908,4449
653,1429,3838
4655,3849,3303
1693,2211,4323
4871,2174,2529
52,1191,3558
2530,2649,3310
1423,317,2851
3673,1262,2608
5112,375,3931
476,3563,0
4959,2797,4204
98,1507,4772
4863,3630,1486
452,2134,1831
2609,82,4824
2781,4979,1190
3912,2213,58
4024,2349,2991
1424,1084,3829
2584,4579,1281
2404,1071,545
3390,3733,2751
4148,2543,2976
2566,275,217
806,325,4489
1670,1952,3414
1016,3824,1733
2712,1886,2471
3634,1886,2413
4384,825,5098
4687,59,2370
3760,1339,3922
1428,3948,200
4220,2797,4822
3105,750,497
4258,2327,2526
2668,2455,814
2954,1472,4126
1868,429,3938
1878,1293,2028
169,2337,4160
4000,2133,4301
3963,1957,2880
3259,2791,1621
533,1579,1680
433,1488,380
1498,3043,1031
2924,4605,520
2183,4274,2131
2347,3408,3076
2599,2262,1050
2392,4771,2262
2047,4735,156
446,4209,1591
1061,1005,4630
631,2767,814
3778,3052,4825
1265,1432,4080
1543,2472,2662
292,3814,3561
794,256,5165
4025,3763,4630
384,308,4119
1086,1959,271
3259,980,2960
3596,4560,4055
3840,4225,3653
3718,4741,4549
1491,558,1161
1483,2063,1897
2851,3308,2689
3795,1458,1588
1245,4406,2684
2374,3195,4092
2032,4978,1696
620,4570,1148
4294,4922,1925
3094,4052,3853
3636,1508,3200
3241,2938,1298
326,2488,3439
823,1989,1959
3287,3680,4415
3246,613,2539
670,3950,403
2474,5194,3804
1162,4698,3804
5072,4733,4782
3314,60,3341
4567,861,209
2134,3921,4506
4923,5145,2790
1707,4546,1143
4513,998,3752
2696,5086,2376
1237,4489,4962
1618,4624,1336
462,896,1015
3218,4651,1953
5185,1451,3361
4697,2975,3838
4591,3495,399
974,1975,2738
3286,3421,2581
4249,3516,3879
4353,3412,3697
3080,1092,760
3266,2171,2423
1198,624,3770
2905,4822,4567
2796,3855,3924
3927,5161,1355
4207,4331,4700
2494,4587,2158
4901,1915,4910
4102,3819,4780
552,923,365
2885,1785,4774
3944,3652,3390
2790,2320,482
2637,181,2286
4723,3693,5075
220,100,3183
2130,1987,2240
3153,3648,2513
2252,244,70
2863,2468,3042
4033,3724,4365
3184,4647,42
4368,2572,3279
4444,5013,3541
194,2261,460
1488,643,626
4391,4532,2240
1050,4592,3049
4705,5053,4890
5031,1858,4437
1240,1533,1936
2514,3068,1969
45,369,1635
2378,3274,4840
4001,4676,1122
3878,4208,2067
766,2806,2283
1031,1791,2149
3511,1225,69
3099,2009,4531
3610,2193,3842
2433,5018,4507
2164,2765,1355
2520,1783,2758
5042,4141,4848
511,3634,3088
638,612,4332
1195,3575,733
2328,3843,5106
2012,3111,4731
5130,3282,1407
170,423,2650
4904,1995,5185
3127,4216,504
374,3038,2845
4088,4837,102
2153,2201,4910
5010,4918,5125
2005,28,1999
3464,4644,871
1544,570,3411
55,2158,4742
2711,2740,1777
2912,4445,600
3313,2741,2893
4802,4054,5011
2622,1379,2774
4200,2271,2211
4614,3711,3570
3109,3433,3032
3840,3579,1714
3088,3392,4170
1120,1943,214
1300,3796,1504
901,3470,139
2532,4350,4033
2771,2858,2872
188,2935,4759
4212,2220,1005
2041,4843,2984
2786,4809,4424
2191,1117,172
2007,4382,4933
5186,936,4425
4268,4493,3983
3330,1060,2669
3081,3253,4227
4920,3334,53
2336,672,1968
570,2547,1125
2515,3799,4235
151,3713,4152
3589,5029,3729
1253,3253,4075
754,4457,1408
2120,4889,209
146,1463,2912
3318,2107,795
4939,4995,5017
1989,4813,4843
3494,3835,1463
4276,1547,1588
1290,2007,4903
3462,2837,665
2913,2211,3015
1822,3588,3264
344,1641,3539
3760,1949,3507
2909,374,3316
5106,4971,4516
4576,3135,5194
4781,3959,229
1726,165,2181
4907,2882,4811
945,2177,3947
337,419,1932
4484,3436,4466
1569,3690,4421
5156,2415,3692
4449,2753,609
4887,240,2033
2335,2173,215
3444,3784,5185
622,2699,287
1833,3685,2972
4866,322,2494
3800,1995,1958
3630,4997,376
1187,191,1492
2649,1845,4507
4404,1007,588
3772,3483,1393
3025,3971,4115
1153,4896,2032
2583,1210,3601
2034,3306,1707
1776,4428,4962
2603,2914,4787
3143,2023,586
1289,1765,4697
4580,609,4836
2811,3699,454
4814,939,153
761,929,4782
2528,1585,377
3863,1942,3120
684,1335,2889
1668,3526,152
3158,3114,3106
3385,4684,505
4394,711,926
4126,546,2451
4670,3839,1803
4591,176,3372
1827,3280,1122
3335,1868,3459
4394,4998,3833
3449,1476,1057
1087,2454,3571
215,3891,79
1749,1769,4808
2576,471,2151
3211,5147,3354
1041,3147,1157
5092,289,1274
1392,1223,3045
3282,2758,2152
3662,4611,5008
2086,2436,528
1106,1099,1522
1150,2887,240
