3352,3788
3771,3258
663,256
3354,161
422,1418
336,2661
2339,1951
1344,4474
1505,1881
4732,3073
4127,2844
4864,1764
4130,2465
3230,2512
2627,1346
1003,2376
2647,123
4410,2834
2721,283
1748,4627
4198,2644
3872,71
3918,3760
1121,2075
639,29
857,806
832,1347
319,1212
4266,3114
1689,828
1729,3435
5139,4814
4777,3178
395,1202
2986,2107
2995,3109
1581,4507
2202,3942
4242,5086
1378,2911
1463,1471
3673,629
993,1638
4164,4228
2765,4863
5089,4782
780,504
2034,5019
3624,75
4111,3745
1348,3939
2530,2967
3183,4181
3621,2882
1150,5036
346,1398
2341,3204
3393,4807
4080,1627
3731,4517
3834,2523
1165,2233
4852,4429
4750,3543
2527,3947
674,473
4355,4667
4554,1433
4771,1574
1297,4487
1640,3183
4652,2599
1427,800
3061,3683
5096,3569
4064,2614
2249,1497
2769,986
2850,4766
4807,1430
3229,1792
4231,2047
4645,443
1443,1927
1069,786
1573,1880
4007,4387
2903,411
1385,3696
2062,3310
2121,881
3343,1223
2885,4240
1861,4923
1294,1837
4928,3801
1077,1801
5064,4186
2084,1806
3321,1613
5135,574
4949,1904
166,5101
4699,634
4875,5162
4915,5079
2429,4730
2007,2824
4782,3271
1897,550
4622,1029
1821,2476
993,1740
1750,858
3605,3110
3128,1348
1802,1152
1561,4160
2584,4532
1636,1988
1562,1504
3948,4874
2621,356
3159,169
4283,5054
2883,1568
2844,4079
228,459
3412,1300
4445,430
3648,3944
2268,2934
3974,5102
3447,3531
1879,2445
329,5059
3911,530
4221,1868
1063,352
483,2639
1098,2506
4944,4887
3433,4344
2686,1110
2435,1428
3236,1392
4833,326
4165,2847
92,5029
1002,3729
1804,1384
2382,536
4367,3079
1613,2654
4842,1319
1510,5142
4040,3120
4144,3397
4760,3630
1986,4367
4092,4190
1885,792
1788,3431
3114,929
3681,4294
471,1838
5168,2973
4361,5188
5016,206
3177,330
934,449
257,4964
3518,4612
1603,2446
1920,1642
4198,4035
3710,4372
3774,1447
179,344
2429,3970
787,1160
5050,4860
1338,2549
1355,4541
798,1328
4546,2013
1300,250
2228,4141
4353,508
677,496
3941,3073
3632,3939
1260,2547
450,4254
2395,575
1707,4820
3713,4766
3797,1931
2209,1568
2483,3272
1067,5043
2632,3916
969,3049
4051,3750
4029,2403
1694,4994
778,3548
566,231
1698,757
3382,4902
3012,4168
3914,2710
913,4855
4294,4787
4139,1675
2250,4917
2563,208
2082,1264
3124,3250
3702,993
68,4573
3518,3255
4681,2572
3040,2093
410,3458
4554,223
1399,4217
3857,2170
3304,1428
1884,380
956,2620
3580,2200
2856,1166
2157,49
4421,860
738,3063
2341,772
2378,3914
2205,2859
5186,2512
1272,1771
1201,1796
2182,1680
656,2794
4154,3643
174,1456
684,4498
3827,3018
3593,1220
1448,2820
3050,4474
2850,1375
1014,4076
1405,3839
35,4726
4273,4880
2409,4456
1186,1085
554,2495
2463,3508
3916,4787
2503,2694
4655,2081
4381,1956
4697,2299
778,4971
5057,5162
2373,1308
4210,1896
4168,2793
3421,1667
2685,1509
616,2679
3809,3281
1031,3768
232,4749
4401,3716
897,1028
3126,209
126,1426
2079,1203
5121,1382
1080,2672
104,2191
1819,5118
3950,529
2263,904
716,2119
4684,2942
1419,4295
2986,301
4985,3999
322,81
4018,236
345,3201
1115,2298
2512,3407
3895,2831
2184,1014
5043,3361
4300,1480
2047,2414
3852,4279
3866,2735
1030,903
3859,4013
201,314
2456,4975
1933,4854
1753,2771
3464,3757
831,830
894,3634
161,417
3674,3361
2530,4934
3965,4179
4119,2868
5030,3641
1469,2358
810,4323
4085,243
4360,3031
3798,617
96,4136
1170,34
4527,5027
4372,5071
1403,898
2911,4452
2237,4727
669,274
2812,4033
1731,2791
