125433,47515,109702,44489,11933,115746,107374,15117
154096,44019,87362,49733,119268,27149,72969,19911
19227,113957,104874,134287,24413,53447,146896,137904
88802,127529,60926,61540,15419,26810,75090,42796
73771,108819,123502,10731,6051,27658,71334,48780
141982,158718,99951,141718,67156,19545,145222,52583
95987,104226,81103,89543,41772,57457,123825,93353
74989,77856,54994,64382,161576,21314,103076,87105
130373,12408,373,82228,118110,74729,129263,54576
91809,146601,84178,131619,93988,120640,64816,131166
68818,159128,145505,33402,54070,8360,50218,17112
16676,4677,132357,16606,23068,61861,123197,6826
144323,13259,77139,160097,8670,147919,118582,152061
48526,33567,44813,65107,145952,119647,160873,152369
138090,13011,72112,161948,62286,63217,118607,41237
52613,117929,33752,24146,84753,154829,43298,4999
36654,139438,24095,104157,159522,35366,104693,39373
136509,40941,113408,155194,134632,1423,105361,68626
21297,113272,134136,127652,74651,46313,148908,13847
26056,98995,135877,128810,43842,132616,57159,21516
24882,21805,116957,21945,139025,34219,148145,105117
50461,13832,17914,21348,136121,9010,18167,57698
160659,69601,13497,70837,157602,72328,7742,7859
130387,159663,86401,119881,137921,125689,124246,52332
128371,82481,115870,37059,35339,132516,97422,81960
135546,75423,19737,88791,109649,67712,32776,128785
15373,72035,102130,98450,120717,133628,138467,147260
65554,120075,129356,142582,93883,150655,68183,81535
127207,56251,72941,90872,4117,90554,64527,85703
127447,26363,11811,37421,62295,75304,117285,144440
84019,52317,42613,41536,21196,126721,571,112955
32622,74896,125284,100927,79660,21534,52665,73229
87326,58644,140924,51364,39240,406,84516,48154
111261,87451,141160,69654,94935,112251,15076,44761
137512,110405,34943,83364,133094,107233,131635,150115
161445,157552,88401,133628,121902,42107,152945,123813
110458,47155,82170,67877,149659,5274,71845,133411
92266,38089,120877,89436,36073,154524,76253,118793
50823,4189,120806,146601,55970,30775,14177,74429
41507,145131,38911,109318,120827,103384,96757,51548
64945,118965,162338,48384,103150,89608,55520,140123
162486,145248,119241,78050,146674,6422,64696,42043
148082,123587,83513,9517,56408,7789,79205,19574
13982,61304,77962,42022,61953,21549,54108,127165
99148,35039,85962,139765,124096,64320,84178,14019
70676,44020,29569,672,104335,107587,117630,131211
124999,41618,148993,110014,55120,104121,22198,139152
162212,14765,59518,134801,48577,88963,62632,127269
103828,71214,144530,40930,2347,143687,65894,119759
122483,17758,95180,123315,131846,94289,101667,134792
115065,147615,60827,26929,118103,70696,116129,149955
96103,67797,28126,105853,93873,131731,94301,25612
46749,14468,38861,140655,72613,127413,26285,142639
18170,104688,4357,6480,52236,74988,22583,87961
43004,149635,31054,80829,32088,75218,117513,145571
76536,46160,159112,15604,96077,15127,2228,149876
63206,61272,67187,112248,136056,91473,123290,5028
52565,4645,15648,39532,144902,112353,49983,33604
27846,69419,59550,99009,105356,132503,4931,20317
64178,85604,132034,90486,82939,3601,56754,81782
40812,86673,126148,44369,11299,70632,83980,30004
78259,135978,128229,3920,106276,51630,113757,96044
99205,110207,52507,145273,17429,70369,22082,102947
104943,114144,19413,14618,84159,97440,13881,148510
29955,107076,102445,160858,922,135234,101489,84360
91776,108966,119949,114903,139259,30381,29414,5406
