93672,152738
98505,27442
104968,70076
62379,138070
114810,140411
138766,113098
22536,96313
28615,161388
154473,96727
67115,88652
4166,158759
182,13259
13519,106060
47598,129152
34839,109357
38664,50324
77182,67060
116439,91645
126621,37943
154737,42565
25976,71443
15106,130976
73074,76135
34886,108260
105659,115355
112818,37728
144699,76038
17971,134361
52300,94894
108218,116362
60648,43847
155995,95782
60794,90513
159018,23502
54217,38971
16297,10703
82689,115110
9635,67534
98864,20921
95131,91942
121620,98146
113185,137993
155635,1473
46209,160916
12157,83380
140573,110499
114198,14667
4633,97639
80121,152572
145960,136252
133033,90015
85214,10360
14121,109175
15077,72485
137467,93603
16557,36632
110352,45398
143636,155644
34926,135202
31114,68374
150584,57505
30452,128936
160644,104960
101868,93002
85311,33824
54027,27259
120586,33029
42472,16725
130651,12433
57112,144475
134776,135354
97048,34953
74044,121016
59699,125814
149495,40201
136512,128514
46810,56298
149450,97127
72577,6478
3247,20019
146900,53202
113209,122052
106144,24483
72403,70214
118681,117675
6064,138129
6465,88478
84885,116216
136634,11744
146259,63711
124346,15512
151030,49110
91176,130688
52209,106064
91615,151000
142856,94179
122170,148067
10277,53712
40037,119460
121161,5712
147778,5754
22966,14689
147422,41858
42369,155695
32874,15776
112631,157084
92493,96132
155270,140618
66355,44878
96293,118081
127047,115928
139052,30249
74454,26754
146804,60242
70337,71812
112214,30936
53381,84392
27318,82770
104115,158887
75728,132277
58549,150275
143654,124981
91414,3994
139252,146211
39346,94599
14725,14578
126015,128081
57747,118571
11294,47329
37851,51577
66159,47315
81847,123859
69551,137490
111291,118976
100815,40348
136274,96286
85507,28144
129755,82814
147635,147470
141343,96284
30913,117058
77900,19395
46891,103086
78211,84852
154520,145449
57502,9472
10809,74159
63634,107661
25729,52372
31744,23322
69171,76354
69460,97272
129232,141681
59945,8773
115192,160648
55344,34603
18366,145893
85988,102633
90405,75779
54692,64041
55071,82871
71708,40405
16173,92889
108909,36874
72830,90602
73219,105751
40334,117843
3467,138450
126078,161518
156573,41336
152321,8363
89855,129686
140260,19942
62829,145861
150439,87662
61567,130202
17721,79045
148786,67788
25002,47895
114211,137955
96497,118924
127120,49322
109398,149277
107710,98893
153442,86491
133338,149135
65125,127517
8113,71288
154056,76440
46625,162465
92396,52470
148782,69271
20663,17479
70961,9069
2489,91066
32420,28105
275,6867
139044,134882
155299,29699
35475,22639
7518,115894
55498,147026
84639,125108
66472,123463
17532,66844
56181,108514
31459,118215
10664,4597
157828,118451
105972,42376
82062,87682
91547,145170
54341,33781
131645,123399
54208,81818
6414,68374
3044,97976
224,113459
51975,98866
15797,129250
9995,50167
98768,57518
15077,18037
34970,92504
1494,58691
158113,53342
25955,149165
60697,109289
85937,122005
56311,123201
12544,154030
11293,91602
84673,53858
15969,109303
72034,157024
73237,8214
77580,102492
100770,73043
139362,4370
91042,1290
154008,78976
148741,24434
136218,47627
150264,115243
128733,52403
39199,148805
152884,42181
140181,12384
98336,10218
144757,107069
39337,70032
57612,46065
100258,86609
30981,142213
43531,153784
68204,93423
50766,1830
85067,122326
143718,53892
5853,98380
115942,60931
141420,86380
93265,118213
86725,40167
110475,153849
67589,3071
118213,32279
143093,33446
81163,126183
156018,110916
17816,110158
78131,53484
69918,46568
59213,106798
110749,139563
143190,145075
41556,153056
12740,128831
95896,119767
47227,88190
48900,4615
90383,140708
93647,91644
128027,140997
99541,123769
86255,83782
14781,57278
162163,126763
10143,38709
162163,94223
143304,31179
145735,130625
116660,90043
136818,48861
158885,153841
49042,69533
140389,34027
75618,154519
152000,157272
76186,24692
124708,76690
144270,72616
125813,61486
9469,27967
30545,29321
90805,148063
119240,77887
42793,42630
145223,105209
114442,131189
15214,53687
82700,35893
95153,78929
32593,158830
145576,130229
130493,108651
153311,124840
109814,103983
138473,7915
159643,58737
104692,81630
151730,21541
75169,89873
128128,70137
22943,97966
119672,89901
57215,91762
1496,69243
115934,57689
151949,65726
110083,147879
122618,13095
91639,36241
51212,43385
40370,54714
58402,44562
