3254,3214,1957,3109
1491,3682,2418,3900
4610,984,756,3162
3815,2348,568,1006
4324,1693,411,5812
4759,133,5076,3536
100,4311,540,3418
2111,2633,1141,2925
4431,1129,2609,5839
4782,572,3290,4416
5760,5914,2610,1717
5079,5239,4181,2029
3521,4637,3680,3439
5802,2852,5384,3832
1600,3352,2162,4453
1518,1628,4481,5388
2754,2984,4380,5607
3435,2718,4233,3177
5699,4869,146,1399
5547,1800,4049,1639
122,2771,3414,1259
5313,883,274,3335
2385,468,4749,5154
2337,5036,2598,4906
461,1124,3996,879
3051,3537,5241,116
5539,2270,5865,359
149,1754,2435,6001
2230,754,4372,450
2940,1921,2376,5332
3542,5129,1439,5214
4429,2776,4444,3757
2308,4536,1559,5599
4173,4073,585,5218
58,4860,4505,3520
4976,5473,2220,3619
5126,3076,3645,1543
1799,3572,1859,411
2353,4120,3009,684
3008,5799,921,1111
4379,4525,3130,1223
742,1547,724,4338
5678,4290,3212,3402
3481,907,158,2604
3218,4219,991,344
1462,1052,522,5309
4270,5649,3863,4806
17,5407,555,2836
5326,3264,5014,3815
680,5164,4864,5319
4013,922,1206,3591
5142,5311,5729,3125
4881,654,5566,987
2358,1907,1389,2364
2320,3159,668,1793
4303,4076,5437,3773
419,5626,5417,4386
4341,4714,5311,239
3746,435,3891,7
241,5331,5108,1264
315,5796,3140,1220
938,3697,5168,408
354,876,4004,868
5920,1179,4641,2841
3639,4737,3223,2961
770,2732,2150,1230
22,1061,5001,3364
472,4450,5708,1778
4296,262,5473,3138
1561,4634,5731,4122
4580,918,3424,4626
1299,2130,69,3295
148,2379,252,1841
3648,2984,5164,3428
5057,970,2303,302
2449,3573,914,1640
808,1759,57,743
1088,4745,1798,5800
3605,1940,3742,2843
1709,369,1087,2546
2251,3043,3856,1779
4143,4883,670,3427
892,2831,4113,4010
2813,1689,5318,5549
3374,4898,3655,3424
2348,5734,2040,4633
1005,5187,923,4219
2665,2897,5772,4293
72,1775,4013,3100
3734,463,2322,4477
1803,3863,3613,553
3402,3539,1413,2760
2491,264,2224,5715
569,1548,375,1347
2098,3118,4542,1885
422,3790,4494,405
3344,839,2660,3030
174,2328,5688,4203
424,4530,1991,3414
5616,1522,1432,1600
5969,1770,819,2920
4617,928,4891,2919
2737,1171,2142,630
1273,3256,609,2100
4139,3106,1421,5255
1793,779,2795,2628
5528,1611,466,3304
4409,3984,269,3667
748,470,5925,5889
2145,4088,1303,3568
1606,2941,2040,768
3975,4863,3486,4784
5866,5203,312,4826
3429,4974,5411,1973
2739,2012,3378,1943
1727,1352,4270,5342
4932,1816,2124,1391
