3213,4593,4703,1266,1359,3951,5039,3399
1013,3628,1149,5552,4707,203,4290,5226
399,979,2817,3128,117,5735,1349,5362
230,2905,4915,2840,460,2918,2156,4337
5958,5321,4378,1578,543,966,5411,155
3804,2540,3118,1697,4951,285,4614,4680
2695,4662,3416,4543,2766,3943,1979,5688
2482,1749,2131,3636,4918,481,5900,2566
5248,4344,3352,3728,4286,4343,2993,3994
2151,2783,5053,1490,3991,2492,5150,889
282,3613,1341,2108,47,3804,2544,1011
1610,368,1746,1265,5370,2895,1592,4559
1588,3760,1751,3088,5510,3994,1999,5630
5786,2522,2349,453,4237,3345,4674,1775
1337,1859,4385,3723,3740,4707,4093,3377
2204,4786,4714,5807,3433,2366,5053,3169
4858,2512,5080,812,2255,2320,790,3731
3635,1598,531,451,5353,4658,1026,740
15,1365,2893,3942,366,2258,1755,2990
4996,4799,2207,3708,4965,4571,2792,4067
5769,1692,3717,4023,3029,1439,2871,2736
1995,695,2243,759,5946,4138,3511,2180
2375,2105,1593,2445,4138,1612,1834,2950
2577,5930,4647,5574,2785,4500,5373,4446
1008,4533,444,219,1036,5326,2159,4843
405,5139,5489,4385,3388,398,4941,3128
3079,1210,5344,3388,2750,1302,4237,334
588,5213,5548,1618,3002,5078,1183,1731
5670,4938,3379,3609,1157,412,1129,575
2438,4212,4937,1995,5010,2435,3443,4342
3761,5907,1439,957,2014,240,1721,4048
1870,1216,4822,3592,947,1137,3032,535
5577,3928,5423,3620,2253,5018,4766,1178
5008,1895,4955,3313,4459,987,3226,1245
3807,1009,738,4114,1631,2089,1598,4788
1082,5606,498,5342,535,188,5917,4752
1375,3915,1771,5832,2690,1547,2699,1995
775,1055,2103,4385,881,5511,4107,1525
6019,5489,2345,5346,2069,784,2337,2425
3882,1902,2760,2276,913,2757,1178,1201
1064,4317,1147,4610,5874,2996,1604,4536
322,1514,5544,216,354,1731,3555,4601
1971,3328,5127,3499,244,332,1627,691
1658,3069,1804,3271,3372,2286,1626,3709
2131,5277,1483,5800,1622,734,3848,4350
3044,2115,2435,4327,5659,1789,3683,3873
5710,5892,3144,5673,363,1154,5939,713
481,954,5432,5953,4498,1748,3171,958
5067,5772,5793,2282,2302,4237,1014,4278
4208,4403,2954,643,5373,2057,4284,3251
1990,5718,2101,126,1399,5492,525,100
1364,176,3773,5290,2401,1248,2010,5099
3954,2572,211,5218,795,1872,5662,756
1220,1515,5577,4185,4120,1839,1412,3444
830,4120,5012,5940,3686,1640,3202,2138
3045,2391,1718,5729,5964,4413,1203,5876
4000,4088,1238,2090,2072,2258,4717,4605
136,5778,4403,4140,3166,838,2968,5451
5557,5199,4404,3950,2839,4222,3111,2202
3986,2924,1299,2004,619,2324,538,3301
2579,1826,4173,3086,5,2432,593,1923
2291,2083,285,1702,5841,1456,4009,4469
2938,5336,1111,2484,1692,3734,471,5037
4363,3441,756,4371,466,4114,54,4264
3157,2227,197,320,1495,805,3268,1384
1431,1295,5882,2340,2800,3882,3133,1193
797,1407,5411,1688,197,215,3824,166
3550,2287,5897,927,4047,146,466,5652
5919,2539,668,2780,5358,3506,3950,3716
3027,2495,4971,3282,2760,847,220,2847
4134,1005,2748,602,5960,4413,4863,3028
3547,2070,3633,1027,941,297,3673,4279
4059,3508,4259,3858,5567,3107,5509,2144
1916,168,529,0,5381,20,4898,5367
3386,2962,4643,3471,5631,3952,1419,1076
354,4447,2895,838,351,5082,2042,222
112,4886,2529,604,3536,532,148,5308
5260,2878,5856,5689,235,2716,913,4816
2287,2690,2231,3343,5915,2871,3857,5956
3646,1769,637,773,1881,2455,3069,5341
1273,1776,136,2747,1896,1450,1297,2908
4383,5089,2126,4702,5934,3856,3429,2727
1033,3865,5222,1321,983,5256,5128,3549
853,4476,5320,2705,4088,1729,3043,3137
1540,5785,4289,1267,4853,2918,1908,2435
5912,5562,3763,1584,3517,1506,3279,1590
3182,3241,1148,4071,3407,5075,5252,3963
2754,4418,754,3915,2048,5476,916,558
197,5883,600,1490,5389,5031,2418,301
3331,3295,1159,5991,3478,226,1687,1289
3303,5791,4519,2187,416,1740,2011,1041
85,4238,121,535,5674,5862,3678,2035
5821,4796,4789,3656,201,3343,269,2270
1641,5488,3298,4088,2846,1264,3631,568
3033,3183,4297,1950,2716,1879,3695,1578
2266,5532,325,3152,1126,3367,1253,1983
5816,5470,134,4286,1020,3991,1250,3904
397,5698,4498,2077,3799,2905,2773,4279
3954,3271,1927,1482,3492,4294,4141,4286
1770,4488,2301,2492,2765,789,2179,339
3464,1691,156,3966,3678,1372,3924,2588
2502,578,3241,2092,175,1948,3795,976
724,3655,2667,4071,5850,1531,4416,461
578,5300,3441,3877,2213,5677,3611,9
4495,5719,1154,2600,1123,1194,3043,5717
937,275,5528,4011,474,3657,3377,1449
735,884,853,5403,4516,1583,944,3704
4334,3807,5879,2171,3549,4084,1633,1965
1955,5971,3128,3690,2212,5155,3333,5175
5427,1794,2744,5623,591,1039,5117,2917
3320,860,4793,893,263,764,3353,558
716,5134,4486,2939,481,1430,1499,5127
2507,1,1807,3855,3449,4848,1466,3470
2871,424,5642,3538,2224,5794,3470,1203
3769,5354,4146,5051,1147,4471,2395,726
548,1670,1050,709,244,3807,4727,4139
393,3388,2893,4791,1700,2593,3312,287
25,348,183,2151,2886,4386,2423,3617
4126,4010,4342,2539,1849,4152,1999,3996
3240,2896,94,2988,5164,4170,3117,5653
1574,525,4385,2650,1747,2887,4643,4903
4226,2379,3409,944,4020,3723,797,462
4402,1621,4,759,4995,5800,5373,124
684,2771,5892,5984,2431,3488,3712,4798
777,952,1947,603,4984,3846,2785,1201
3069,5046,2187,5509,549,2677,5295,2656
4290,3032,3994,3022,425,958,1123,4121
1570,32,4559,5451,3199,1017,1439,578
2140,2769,2060,2390,2086,2506,830,1389
5330,2258,973,695,5812,5255,328,3411
5817,4078,3268,4262,4567,4168,3555,700
3583,1135,3452,4401,4459,1908,3870,1354
578,5420,2226,4098,3846,655,129,6032
5835,2723,5897,3969,257,2180,1948,3642
1760,1789,2528,4309,2298,2856,2353,4795
6015,4868,4162,1578,5830,6021,5386,423
563,1080,2347,3128,2686,953,5077,2293
4847,603,5223,5102,3065,3732,4627,1008
1364,4823,2752,3276,4468,5039,3697,2983
3427,3956,5081,1059,455,1001,3209,2484
2345,3791,1358,2477,264,4618,4415,2809
3349,1140,1852,5902,434,3451,2306,550
1579,5328,4865,2501,1861,4854,73,1822
4478,1967,2145,2690,3696,3270,5670,3505
1858,4967,4590,1488,5620,415,5125,423
5630,298,4955,2102,488,1259,4878,3446
916,1681,5950,2163,430,688,4825,5073
2127,5498,750,2713,3178,3104,1824,3859
1556,3712,3273,3437,48,1340,5242,5598
614,3118,283,5947,1693,4304,2795,3992
824,3513,1684,1116,4734,58,4185,988
5754,5847,408,1284,4063,5366,836,5614
3956,197,4383,3674,5270,5069,1329,4464
1508,1777,5235,4809,3128,584,3171,5722
5560,1279,844,1138,1945,4516,587,2606
1770,4885,5881,5893,2283,3885,3159,3312
1081,4966,3991,3944,1995,5248,3198,2700
2295,5324,5677,1392,503,2609,4266,4590
5114,4361,1604,5268,4826,3719,5581,3212
3581,845,4682,1997,174,3772,3955,493
3640,4386,4504,1259,4410,5045,2053,2775
358,4239,1745,3423,3994,1588,4324,5559
3087,3422,4624,5938,2413,4951,2688,745
4635,5148,5620,1042,4979,5601,161,3901
3090,2577,75,5661,2076,3854,5444,4383
4377,2864,4080,1608,3468,3358,767,2253
2114,2393,492,1449,4401,3765,5973,2625
637,2798,5326,3299,5670,3827,4532,2567
1068,286,1214,2527,4525,5748,1725,4442
2587,2648,5391,1635,5248,1179,795,3009
1782,1057,3070,3311,3096,1216,3049,1181
5870,1754,3207,4467,5755,5275,1454,1137
5279,2725,5488,2094,4949,960,5207,1596
3827,3644,4767,5446,5687,4705,3009,487
5568,3311,2834,5340,3532,3326,1100,5850
5072,1219,5847,1925,1110,2462,2765,4664
4262,1063,625,3883,5500,1594,4978,3336
4852,3514,2079,777,5085,5125,3000,4917
1964,1171,3228,2114,5276,1021,3556,3847
5924,1195,1938,586,4094,2510,2999,4311
2405,5698,3918,696,2333,2321,215,3322
4065,1424,5219,3194,1258,3276,3535,2969
6008,2268,2229,1646,777,3561,5646,2467
3149,3568,1388,5802,2322,1234,381,5001
4146,5861,2423,3650,2149,1319,1277,1245
3113,4958,400,1073,4720,4506,718,5560
1054,2268,2456,5799,2282,1766,319,4596
4328,1869,5827,1265,1675,2581,5626,287
5617,964,1125,4257,2860,1715,1419,1338
2926,3866,1368,1463,2501,2168,1872,1929
4553,4064,2520,3656,1942,4449,5776,1324
1740,2720,1793,4728,1179,1290,1263,4519
3878,3557,1312,5677,5979,5947,5551,2260
2785,4328,724,4714,3326,5993,1666,2164
3462,2012,3824,1690,598,4853,3004,4380
1749,4487,4983,703,699,1657,2367,2947
10,5147,195,4276,5222,5272,1992,4938
4588,4466,4149,1872,3759,3659,5790,6005
