0.41,0.44,0.15
0.74,0.00,0.25
0.10,0.41,0.50
0.16,0.20,0.64
0.27,0.55,0.18
0.25,0.26,0.49
0.51,0.06,0.44
0.33,0.33,0.34
0.45,0.39,0.16
0.43,0.36,0.20
0.31,0.45,0.24
0.12,0.22,0.66
0.58,0.35,0.07
0.21,0.21,0.58
0.23,0.65,0.13
0.43,0.51,0.06
0.22,0.39,0.39
0.03,0.69,0.29
0.40,0.11,0.49
0.44,0.35,0.21
0.52,0.40,0.07
0.29,0.53,0.18
0.31,0.32,0.37
0.03,0.40,0.57
0.39,0.39,0.22
0.36,0.44,0.20
0.22,0.36,0.42
0.21,0.40,0.40
0.40,0.51,0.09
0.49,0.15,0.36
0.08,0.46,0.45
0.54,0.25,0.22
0.07,0.17,0.76
0.14,0.07,0.79
0.17,0.61,0.23
0.10,0.85,0.05
0.19,0.38,0.43
0.41,0.17,0.41
0.10,0.43,0.47
0.05,0.49,0.47
0.21,0.28,0.50
0.27,0.44,0.28
0.22,0.26,0.52
0.31,0.39,0.30
0.63,0.20,0.17
0.45,0.50,0.06
0.10,0.41,0.49
0.35,0.32,0.33
0.33,0.43,0.24
0.05,0.59,0.37
0.23,0.37,0.40
0.04,0.48,0.48
0.19,0.32,0.49
0.40,0.58,0.02
0.44,0.12,0.45
0.39,0.22,0.39
0.40,0.11,0.49
0.48,0.31,0.21
0.26,0.17,0.57
0.53,0.03,0.44
0.33,0.35,0.32
0.44,0.31,0.25
0.43,0.35,0.21
0.25,0.51,0.24
0.19,0.26,0.54
0.63,0.29,0.08
0.60,0.34,0.06
0.15,0.46,0.39
0.35,0.16,0.49
0.27,0.36,0.38
0.01,0.14,0.85
0.11,0.45,0.43
0.76,0.12,0.12
0.11,0.14,0.75
0.44,0.31,0.24
0.17,0.32,0.51
0.22,0.37,0.41
0.08,0.48,0.44
0.19,0.37,0.44
0.18,0.42,0.40
0.14,0.08,0.78
0.26,0.21,0.52
0.55,0.30,0.15
0.26,0.24,0.50
0.45,0.02,0.53
0.53,0.06,0.41
0.30,0.32,0.38
0.43,0.25,0.32
0.33,0.25,0.42
0.27,0.32,0.41
0.50,0.03,0.47
0.39,0.20,0.40
0.22,0.54,0.24
0.38,0.24,0.38
0.16,0.45,0.40
0.02,0.47,0.51
0.38,0.04,0.58
0.56,0.06,0.38
0.68,0.24,0.08
0.14,0.61,0.25
0.45,0.29,0.27
0.47,0.46,0.08
0.43,0.33,0.24
0.52,0.31,0.17
0.38,0.04,0.58
0.13,0.52,0.36
0.66,0.27,0.07
0.09,0.51,0.40
0.12,0.34,0.53
0.03,0.43,0.55
0.38,0.47,0.15
0.29,0.35,0.36
0.47,0.49,0.03
0.31,0.43,0.26
0.27,0.37,0.36
0.31,0.43,0.26
0.32,0.49,0.19
0.84,0.03,0.14
0.03,0.62,0.35
0.41,0.15,0.44
0.33,0.42,0.25
0.12,0.45,0.43
0.66,0.07,0.28
0.01,0.71,0.28
0.71,0.03,0.26
0.31,0.31,0.38
0.03,0.89,0.09
0.75,0.25,0.01
0.30,0.46,0.25
0.20,0.57,0.23
0.36,0.13,0.51
0.64,0.10,0.26
0.00,0.54,0.46
0.14,0.37,0.49
0.32,0.27,0.41
0.38,0.00,0.62
0.72,0.17,0.11
0.26,0.32,0.42
0.55,0.09,0.36
0.39,0.07,0.54
0.05,0.25,0.70
0.43,0.39,0.18
0.27,0.33,0.41
0.38,0.36,0.26
0.19,0.56,0.25
0.43,0.32,0.25
0.47,0.11,0.42
0.40,0.24,0.36
0.53,0.39,0.08
0.24,0.22,0.53
0.38,0.07,0.55
0.42,0.29,0.28
0.30,0.34,0.36
0.37,0.29,0.34
0.17,0.40,0.43
0.04,0.73,0.24
0.04,0.51,0.45
0.40,0.17,0.43
0.51,0.05,0.44
0.42,0.29,0.29
0.55,0.10,0.35
0.21,0.46,0.32
0.38,0.26,0.36
0.50,0.11,0.39
0.03,0.45,0.52
0.16,0.05,0.80
0.77,0.22,0.01
0.49,0.04,0.47
0.34,0.60,0.06
0.30,0.45,0.25
0.05,0.06,0.89
0.14,0.31,0.55
0.73,0.11,0.16
0.49,0.49,0.02
0.11,0.43,0.46
0.23,0.47,0.30
0.29,0.26,0.45
0.03,0.62,0.34
0.42,0.21,0.36
