307841,115160,89965,242998,123598,353695
135496,415883,380219,429836,288989,193818
371647,455582,203274,135822,389623,92569
43656,459245,377878,464499,152019,440813
102278,8198,110404,336756,223251,302059
57953,175126,54089,408497,402706,393837
277364,188608,449403,227381,361030,120345
277578,337210,479942,139316,296758,442302
437507,148492,246458,2029,89452,82162
135860,345500,317077,424902,333073,188781
467202,321405,65294,440940,246863,204757
309618,439412,241070,209067,29838,383712
456744,221507,266822,334028,147767,380665
423098,145351,380105,253302,440417,245747
401956,210043,185679,157292,337564,434645
44222,380417,149488,363015,67999,335885
147308,448095,93096,307733,246987,457093
230006,311621,395222,358060,11382,403948
403599,302667,439273,348447,64470,209279
80236,358703,39215,260730,326472,112007
401876,92197,34719,403400,99125,200516
268511,169361,114546,370417,1969,127541
467574,212730,328511,179426,217217,58976
455995,357102,284689,278920,278255,66246
303937,288715,223623,47673,426005,120833
313434,427885,107279,364065,289145,380343
257041,434801,244223,414987,152939,320842
384016,147589,153598,34630,402176,296334
409771,131566,307449,213446,321893,208306
416434,404281,35951,254827,294982,63495
399110,378352,451978,159095,169167,247313
181024,234402,206327,272405,457530,158793
310443,337623,412548,28198,353268,297292
100825,216129,274237,267452,442866,112222
412918,305132,175526,214326,89990,476959
62040,91235,324315,210243,78869,220849
324036,413386,232298,103722,336334,48302
244593,108833,55471,304437,93585,97697
323776,84460,92860,283774,141695,90153
264200,314799,22324,424410,182646,211490
304416,400250,406745,422767,469802,93812
12074,455807,224014,118148,66877,261177
243929,64017,454079,438708,182485,386977
103643,388517,162215,9380,289559,463578
130867,265475,314458,171394,241154,439511
71073,152000,476637,191986,331378,436087
351046,270464,147737,125633,237266,340515
102861,419521,247043,382579,429357,237034
205537,227125,265565,320624,263128,2649
338194,461819,178035,74402,405546,70517
450690,253860,456592,306528,345557,383550
97969,307586,54930,140703,128250,331859
193005,380675,251836,333294,258274,137588
218899,32234,263320,205927,116503,141502
472549,235669,164780,367384,51029,337196
442721,409356,25737,115559,297356,446566
254015,298753,471688,365054,182659,307736
248705,188317,142929,182122,392749,19712
374347,466252,387273,119285,125163,96511
94096,152810,434465,143190,213434,362484
237238,151897,250556,202570,235862,170632
411041,235702,367326,42000,345826,189291
157706,319267,276160,288909,463401,343707
374251,373921,108650,129842,231348,102102
185288,227839,216251,16964,156211,421669
425500,93940,442292,114660,224277,406600
158071,448367,328016,22042,322143,453143
39869,126568,460904,388598,124080,195328
145618,28951,20538,374021,100581,194884
237780,353497,37828,17467,326901,344595
14250,339466,188400,282249,133812,397167
261020,122047,30216,277090,157885,170103
167226,95810,149062,123171,33105,217813
422581,187482,372419,368622,221384,469010
14998,367101,106464,359936,265727,143542
161669,316941,245138,327651,194155,111148
394484,329413,40096,245177,368179,3879
472394,374014,190886,463048,215415,122682
104696,320119,305427,47323,317524,201738
113132,297055,428980,464546,97863,432298
177473,139891,295305,91957,140613,4815
403660,464937,365734,179537,388984,52126
186,290154,475273,402305,399542,384225
397790,115348,113688,470017,98409,465406
77582,40928,142457,421016,357766,103918
445444,104286,85970,385524,3275,449076
26315,104437,181727,19944,99203,170547
459315,163826,25264,6962,231398,21958
375770,368694,342084,427329,20230,69888
286794,468552,66200,291299,447135,230577
78347,162517,148439,169914,472729,63366
13651,294672,239244,240354,62267,454353
259857,385792,343473,394576,192265,434850
72845,56984,151963,356004,139475,383465
64756,363214,458350,405922,225652,180932
140694,312944,317923,27120,46873,15378
212389,429874,381514,394187,202134,4371
365013,71693,124066,74236,321803,269526
351914,353466,116064,401070,181014,307050
441673,202602,142239,399544,261987,46579
125357,195179,118586,244610,34893,72998
267682,173394,58148,37743,174980,181441
258207,405254,161413,50868,138932,151719
155376,175886,434371,88878,417288,400543
453055,92026,387998,285606,70289,448616
38149,235214,247970,429370,320568,214397
54412,82682,32269,399132,45010,24468
358827,201309,30223,317871,362881,82571
314699,84507,337815,319772,205831,46848
167458,82096,95369,474245,110804,401544
101602,455805,185089,259509,471296,357162
266820,109137,179241,381326,253408,393085
194366,351713,241349,196776,222109,322724
157603,170154,83659,129569,39944,51091
460267,187804,9752,148950,73713,224188
171176,423786,434971,54355,440468,233888
150106,162579,421104,206916,199160,131555
209443,129144,477902,311976,252888,135477
106848,126081,88237,435273,59240,283082
161564,8578,87477,26266,58684,448052
308322,368407,206209,286390,140193,9931
172593,110034,276866,353630,441396,294081
100157,346972,330394,53748,135634,458317
196962,339679,445927,203018,28006,40698
80252,367901,125338,479875,79331,398091
425482,342937,171592,362643,322166,200725
