439560,262322,196842,204444
327347,100888,338237,428627
444161,280313,215052,140066
272098,472181,104296,184256
392672,436734,268085,12162
469411,335551,348302,149269
218322,348062,180168,44900
129668,464461,186090,318763
434534,94291,235823,243164
290465,364392,46816,310298
460709,129833,57811,23076
137350,31518,400922,416429
192205,381598,11055,416756
200413,369863,393870,183779
297553,151413,23449,416169
249018,271838,127692,19986
232789,146743,369472,242357
314784,107508,295032,273451
253407,342447,56761,425325
223358,71521,83995,143221
66662,140461,473478,231754
7090,394142,472202,189004
300790,392915,334062,80607
99137,176074,150971,325328
383201,358941,82958,348817
185920,189121,278742,130970
105297,270382,73097,35986
24840,188104,353172,287493
48933,474038,470103,450961
272972,270303,422879,332521
323064,214891,206750,65546
165062,19594,187449,35313
375932,467063,324788,350648
33592,102903,146441,303108
49326,162689,302232,456953
402740,35605,87927,42516
402834,74695,268874,299012
438805,277270,119157,440592
21939,268182,208711,212442
238670,397786,279649,57702
200256,329080,321699,249268
325925,82815,266259,278211
258077,95325,269901,4686
43570,203881,340790,400483
345690,137052,414706,249554
379828,274802,10239,33802
473619,145509,363446,313156
428219,453029,91787,456794
53254,426563,298604,131966
79671,224624,29608,273466
278502,189726,123840,250563
104459,244881,32898,380286
421114,274727,302605,190591
340626,459327,257831,136248
251632,195480,429754,352879
96287,18596,426723,88166
150903,86032,13097,14280
398921,149292,174644,23805
221525,319325,233665,392229
262319,397707,94716,40482
473557,154851,72883,350987
183791,393303,479632,450884
454820,450596,333944,271169
432474,35578,155749,451837
221893,88260,34098,86375
398027,408909,126606,59540
261627,399412,29155,243032
222626,458832,137203,460686
142675,138212,359583,476569
47188,255523,196636,325675
220028,145453,251337,375144
246288,3350,477622,113401
215409,94444,167455,412741
60282,145298,416672,190019
66257,61388,40294,214901
37320,356617,144556,480020
177886,296164,197616,45909
456125,139936,227667,472770
131050,327189,306151,468460
189492,145324,409429,251200
8918,214399,204273,417332
48248,295201,79107,375175
172926,165779,275032,100596
249940,14454,88639,352056
213878,66220,98583,291513
450208,59463,2389,432541
199420,307918,61800,90360
134732,460286,155987,184691
417456,165263,362605,225607
87867,104922,326438,455246
70500,79114,127754,253591
414901,162436,176641,369872
230175,221584,58800,18454
218640,174016,52315,203489
66379,253174,233712,360137
318408,90015,361942,403261
355264,273350,115517,767
76821,300906,150808,21787
32479,367509,313111,257394
375377,38680,40264,132670
128367,204470,319873,188873
71794,454950,302751,9810
254997,426119,475102,417139
133453,168743,274255,35624
13857,27516,229953,120064
282970,411489,216677,52337
320437,142395,155580,240125
366448,152533,368645,470809
459566,377357,390759,212424
171406,255563,98000,14620
374039,162095,470055,113709
340802,246707,395706,446509
116778,309942,440630,472262
37217,418239,410027,258175
