277523,11834,396095
425073,378982,411497
161716,299068,13673
454140,199405,398319
240891,211574,323773
415336,454529,324861
182720,373156,233350
480186,442760,134243
295574,300925,243863
21041,107963,211690
225798,238427,303219
64455,439873,53943
148922,320321,149284
197077,333681,308457
92194,120980,275544
388833,182596,163382
372881,225987,221899
132101,64315,275806
224789,116797,112872
56180,212972,105171
398410,31160,181965
123255,212195,4751
385126,349927,366516
275205,177462,8033
74114,15764,348824
409166,108417,301464
386608,244978,297719
149847,270824,182048
38228,163540,421962
207651,102494,124328
426476,93988,129333
313490,22900,156122
121967,132786,313995
160791,213710,192607
359294,407443,159253
255560,10685,96808
427487,467540,381898
178408,368501,92961
281961,121245,362233
252893,330422,472289
280931,230316,439118
214830,150471,119678
230069,277174,237602
37463,219471,309986
408634,124563,383502
168256,399714,452499
69221,383926,182362
318633,370139,246797
107529,211132,429830
413128,281790,303085
260789,84703,98554
252075,283244,134866
361790,349813,57762
252747,232429,266523
114193,182015,121918
216325,101230,242025
450369,320602,478496
80418,154228,255251
181247,83639,442244
274277,128612,174322
3798,83932,436145
476521,206337,1199
175692,378114,58136
171590,178506,166193
375803,428691,86437
278327,874,211143
11516,128343,203121
168951,86094,216627
348429,475311,215698
417921,426524,221771
151245,2025,336715
464060,171099,258674
233701,94255,191890
123336,263218,452425
250049,291169,716
93606,135467,30332
160451,377621,219597
549,436039,57968
200548,25655,233294
359212,221832,88822
238870,40383,388052
341755,4610,109781
393527,364400,389983
411484,402376,290660
1602,140522,243078
407826,401509,164115
239119,68281,65738
445694,406228,288960
380109,91518,294175
45197,298436,128859
225112,380252,154771
383392,85735,352916
152271,352566,348061
218854,470303,154484
85006,356466,38694
312431,375082,219149
415344,312313,333243
246029,78660,203285
195897,144967,155088
328614,87868,72079
363056,406817,357994
56684,24851,205647
476535,365714,430104
308381,53198,6153
111457,109469,56689
463310,302798,125217
79718,244252,113308
58606,256334,206807
160087,119083,275899
340649,445088,76248
54910,353926,179776
173526,222624,386859
248667,424928,354714
363863,23350,107003
395028,221899,300422
384240,21242,95904
23826,120838,277028
465399,375463,104646
420330,401360,117041
243320,153651,369290
99187,423203,127011
35881,206320,247442
103662,82483,373723
202141,199055,64580
140555,333395,331054
195232,404991,16560
49397,30047,271999
95674,153827,68859
417997,63113,54295
403308,211559,465026
440701,361197,412919
230044,368225,112717
442204,51672,189871
201755,336408,464821
307641,208093,46599
262392,378481,122929
402616,191674,350677
76158,250800,147559
284439,321836,33456
269620,295308,417007
193969,18420,422476
455597,186963,118006
99830,52094,18414
282054,141549,173209
69769,277985,40444
393597,439425,40049
69111,228207,127865
408038,390299,213110
26878,60753,17560
220537,362135,343827
292209,15517,220485
24752,219696,476983
258366,412397,315255
82062,55786,252386
92597,164997,59043
77962,27664,203590
410095,340698,366480
431004,272912,361380
441012,110188,331321
302022,300872,217016
428756,18831,415457
182115,443365,97428
400504,181151,253886
206492,349543,317355
89475,45322,43618
148773,394996,16385
370185,289320,346758
389956,68025,168607
278036,342690,381944
390723,51222,240054
443288,95155,404174
436418,373743,232104
188744,317539,283705
176047,474572,471266
297181,244152,240663
106837,356740,350228
306634,335160,48284
386845,459914,224452
289513,431248,121260
286206,304302,224885
56076,422147,296497
384364,73498,175904
250460,393516,148404
172004,190612,351702
557,470252,385207
191474,269731,310157
200438,226943,335664
228174,439511,457571
203801,320084,396893
72566,396713,158884
323939,160783,67599
328296,146945,80427
90051,60091,213758
49676,418287,328595
301692,220498,55244
65934,73490,79785
201870,38420,218287
340438,115386,127101
433310,385838,390131
335297,477425,29734
119233,233312,415201
172083,227986,352918
255840,140050,416703
185172,478638,462471
411406,392408,216958
128192,280158,301120
112151,376202,408503
105175,279068,411582
182223,125360,228008
19980,336874,99745
421773,233901,285948
94448,426551,270492
114977,304044,285976
245763,63650,479152
254569,283833,181906
33639,22267,18294
38131,437134,327527
43089,249618,74287
112044,23439,193035
293103,375401,328731
198623,350843,457943
150380,287507,25573
430075,389581,427078
395548,322096,289871
443080,139827,295405
23686,121628,443125
72878,232475,137158
353472,84871,234722
88552,217543,310965
271685,103312,75471
52250,315350,261864
65984,217235,161814
270303,378027,359872
417578,91103,293646
64918,229077,126205
278519,206613,267922
52538,78250,423344
225935,131027,247039
20144,10819,185337
270561,322540,449528
278734,393221,177343
311158,474720,150591
147292,122784,158765
292914,171427,344915
352383,337341,132738
371412,408659,42864
143825,206752,178317
333484,415096,334378
440974,181633,10974
407693,253843,170069
338514,145923,329974
14354,132918,154856
309474,129036,290015
157158,120424,198351
149526,106478,244261
452739,145868,43905
139157,163446,385298
314769,266404,98189
151908,389279,255893
319130,77284,347002
129265,142220,94200
329372,135547,361716
262425,356568,254688
381056,150288,260400
83879,349254,97229
228421,147856,279254
409939,104662,156240
180211,230924,318176
217529,370526,149318
296010,87750,449245
428019,143452,18436
249505,62981,357850
113783,94231,231078
93989,263590,342673
385140,468091,294875
297099,213272,165032
326035,471349,88689
250260,360036,422668
44635,227492,289619
6791,205720,78825
257872,316315,64135
257356,187882,32840
67627,434271,254286
198921,379332,182187
87873,262948,215996
97841,153219,161355
461858,18567,43737
41344,478977,158080
273435,268461,357903
168259,243940,478333
363450,8473,240929
338961,169770,173594
323138,147261,206191
76651,431567,249467
371128,291649,308223
356430,282068,386217
65754,425723,73965
442204,51116,75331
437823,363831,79133
189547,64788,167912
426544,393454,349170
47169,14051,63331
259345,197836,218025
465285,98388,228640
122220,82908,395749
459714,141092,9282
190273,431683,231972
26340,355539,143503
66738,167146,242964
146210,226222,356734
461264,436295,335126
136950,2004,199455
410860,61394,214325
381283,457136,209599
410098,455501,54276
70526,169075,163696
125381,5015,164588
308287,311014,172567
238933,46988,418071
473636,63033,273355
14480,72422,240209
201967,227517,201625
270676,273823,285276
206394,470014,1825
144282,103149,366558
275243,96523,150745
473853,206415,182852
278238,310005,444676
322218,435976,266113
153410,328081,47766
192646,287350,150749
