alg_name,group_name,avg_ratings,min_ratings,minmax_ratings,std_ratings,avg_ndcgs_ratings,min_ndcgs_ratings,minmax_ndcgs_ratings,std_ndcgs_ratings,group_size
xpo,prs_2_se=1_noc=1000,3.455974758719094,2.370014813706719,0.4900816854341774,1.085959940892004,0.5707556696371286,0.4881311883106414,0.7510137041065552,0.08262448132648734,2
lm,prs_2_se=1_noc=1000,2.4067094768648967,2.0032770197593783,0.6381109374035441,0.40343245691183255,0.44401943445063263,0.3331219022974521,0.5641319400014543,0.1108975321531805,2
dhondt_do,prs_2_se=1_noc=1000,3.5880146448006855,2.239598806701632,0.3778879635125042,1.3484158451841213,0.5936730531448489,0.43770730952474984,0.5650854643111934,0.15596574362009905,2
ep_fuzz_dhondt,prs_2_se=1_noc=1000,3.2881988128852098,2.9039049826746415,0.7033261006027169,0.3842938328285236,0.6622264192436441,0.5709675572393178,0.7544747838046149,0.0912588620043264,2
fai,prs_2_se=1_noc=1000,3.752895679672249,2.6769645981789725,0.5084368473995164,1.0759310781944078,0.6787247746463203,0.6084769949333636,0.8075127136417307,0.07024777971295679,2
gfar,prs_2_se=1_noc=1000,1.0207551943326834,0.6567909298172144,0.45749170326471356,0.3639642635529162,0.1646778866143273,0.13004859219738218,0.6594538997531398,0.03462929441694514,2
npo,prs_2_se=1_noc=1000,3.0031392944640247,1.9837925150892715,0.46796229563274394,1.0193467750133713,0.5000651452250983,0.3991106003699198,0.6719704905646696,0.10095454485517848,2
avg,prs_2_se=1_noc=1000,4.126847059545107,2.049053556771656,0.32889904052785246,2.077793511560187,0.6475339480776243,0.3810687733506965,0.44143062004346995,0.2664651747269279,2
xpo,prs_2_se=4_noc=1000,4.196306504767388,2.9884015319180937,0.5214274105176648,1.207904969677329,0.6531917925553731,0.5782772431755467,0.7930721536858406,0.07491454937982639,2
lm,prs_2_se=4_noc=1000,3.885282282331027,3.202531044889845,0.6593353403591283,0.6827512334136668,0.6822339359327323,0.5729338607588956,0.6947960459402306,0.10930007517383666,2
dhondt_do,prs_2_se=4_noc=1000,4.521694474689663,3.2348833497606098,0.4885726349450119,1.2868111312765071,0.7443503009321698,0.6559967350666263,0.7609251185179742,0.0883535658655436,2
ep_fuzz_dhondt,prs_2_se=4_noc=1000,4.1707650197781625,3.6399744225379127,0.7128415922185598,0.5307906029889968,0.7683964841886193,0.6817695770099602,0.7914490070543566,0.08662690717865913,2
fai,prs_2_se=4_noc=1000,4.703544206615537,3.4474335264938962,0.5382884851157954,1.2561106755810219,0.7968366399335093,0.732046054100647,0.8423396414055642,0.06479058583286212,2
gfar,prs_2_se=4_noc=1000,1.4348408145131544,0.9709950195705397,0.5092046202479897,0.4638457962386328,0.2191303720711134,0.18163214733171407,0.71420842126673,0.03749822473939933,2
npo,prs_2_se=4_noc=1000,3.7007389972172677,2.5854566424788445,0.5106823995162804,1.1152823562864214,0.5836328442062828,0.4998270455921463,0.7434102203034599,0.08380579861413652,2
avg,prs_2_se=4_noc=1000,4.808142117924988,3.0048858811651824,0.4344091166391704,1.803256236391459,0.7675071481569857,0.5992633814077936,0.649959790346093,0.16824376674919228,2
xpo,prs_3_se=1_noc=1000,2.8126151959560812,1.4400685039375967,0.30268133016393406,1.2112692472860218,0.4513715188249613,0.321620891991552,0.5620396397200004,0.10960761663534035,3
lm,prs_3_se=1_noc=1000,1.5282861719466745,1.0294065405226573,0.3758451697522978,0.4844867335583549,0.27395186739683186,0.16781353022835643,0.3831263872404968,0.1031685712724208,3
dhondt_do,prs_3_se=1_noc=1000,2.825557853333652,1.1129004602701753,0.16767272349592532,1.510783555816859,0.4458879865586552,0.2033227375387425,0.28289045746118785,0.19444219568242313,3
ep_fuzz_dhondt,prs_3_se=1_noc=1000,2.7043368299715222,1.9334456511129856,0.5045585723405325,0.6223080689925701,0.5185347152675722,0.40607914446089655,0.6530478371773436,0.09518775049987092,3
fai,prs_3_se=1_noc=1000,3.0233224609717726,1.681685494701087,0.33316120368884367,1.1650130868069828,0.5271530204754477,0.38560155901354154,0.5688494811693734,0.12661586604793654,3
gfar,prs_3_se=1_noc=1000,0.9269494607262313,0.3532455851321547,0.21797731643453244,0.5202795511949807,0.1479486265000806,0.0733080476806985,0.3739543835605697,0.06166336769031436,3
npo,prs_3_se=1_noc=1000,2.1980132969133557,1.0543999544207237,0.2720410889974662,1.0526991724036634,0.35253032810197565,0.21690620936854313,0.44720734071521506,0.11808539712042904,3
avg,prs_3_se=1_noc=1000,3.525934401124716,1.038618351406567,0.14707947939595295,2.4696605207659306,0.5039580569067444,0.16846796404694492,0.20435262906215726,0.3053893041252197,3
xpo,prs_3_se=4_noc=1000,3.7312179462052883,2.2394905278428467,0.3766018935680952,1.34709824621398,0.5454009836836748,0.4209120429789864,0.6272661242466999,0.10478329637171781,3
lm,prs_3_se=4_noc=1000,3.1111494833831674,2.264801673839245,0.4775877385296349,0.790766630170634,0.50662093657629,0.3783413414991508,0.534087888585477,0.11506837336671365,3
dhondt_do,prs_3_se=4_noc=1000,4.021679178855382,2.381591505252479,0.3325560861854149,1.4686920446776786,0.6105137179618241,0.44000157001222145,0.5267594084144005,0.13978319723873264,3
ep_fuzz_dhondt,prs_3_se=4_noc=1000,3.8750433236546815,2.9326952729298066,0.5511713969902746,0.7859011271733325,0.6564434365402517,0.5352853169245025,0.6888124261936096,0.09970953053951652,3
fai,prs_3_se=4_noc=1000,4.220374607677572,2.7405265473959655,0.417438959796425,1.31484806557931,0.670518601797094,0.5240221134427591,0.6382708987317494,0.12377595863465256,3
gfar,prs_3_se=4_noc=1000,1.319920899284538,0.6755559349305801,0.30660110502027477,0.5975285215645563,0.1930209707516675,0.12129623833291768,0.4660947808649318,0.060556175027142556,3
npo,prs_3_se=4_noc=1000,2.9994374642577024,1.6979886814257634,0.3405876202358546,1.2012457113256678,0.4357122638286302,0.30646558344066327,0.5289006327738913,0.11194044297196942,3
avg,prs_3_se=4_noc=1000,4.456206261785701,2.2585118255510115,0.30061486844934865,2.1500136165795847,0.6482137993046856,0.4204056523162179,0.4761844105799931,0.2043841694237723,3
xpo,prs_4_se=1_noc=1000,2.413038330540061,0.8832981667561051,0.18653148339748396,1.280172542154789,0.377758842957895,0.21299816397056248,0.39759077424909,0.12775964970934314,4
lm,prs_4_se=1_noc=1000,1.1787882527839393,0.5989782371760016,0.22129394868069174,0.5390581892624031,0.20487445125628587,0.10361273503103462,0.27488401007598606,0.09691651112055955,4
dhondt_do,prs_4_se=1_noc=1000,2.376543534196913,0.5222642342726759,0.06386357235307878,1.5072877421975135,0.36772085741784544,0.08663691635087756,0.11569892154429821,0.19943819575663094,4
ep_fuzz_dhondt,prs_4_se=1_noc=1000,2.381662901379168,1.2683045369086974,0.33569024409425663,0.7849860193002969,0.43140381022784113,0.26534557556140487,0.46264913498451826,0.12193280677710763,4
fai,prs_4_se=1_noc=1000,2.5690097930133344,1.0546098780148343,0.21808170509958336,1.2311210256293417,0.43401714914368006,0.25838227352339527,0.42005998412933315,0.1440285532409136,4
gfar,prs_4_se=1_noc=1000,0.888408342577517,0.21649157359031915,0.11099235995320629,0.6214973228611052,0.13470524287623298,0.04430843517494625,0.20613778371247815,0.07495863093833571,4
npo,prs_4_se=1_noc=1000,1.766057253062725,0.5782104238755955,0.1539093358360683,1.0627882148250938,0.2753757278870164,0.12476473420504053,0.28747981122407257,0.12321287679532562,4
avg,prs_4_se=1_noc=1000,3.136704805523157,0.5444013338997108,0.07176575748872883,2.605860939502716,0.42619815307775116,0.08170355983234398,0.09940729122623765,0.3043537657111913,4
xpo,prs_4_se=4_noc=1000,3.297949707068503,1.663431936081295,0.28139726761816747,1.3716979996114969,0.477770709234642,0.3220635484939172,0.5003694861356012,0.11998165551149202,4
lm,prs_4_se=4_noc=1000,2.576957747318782,1.6239174575495199,0.3452992884828418,0.8672955351164564,0.4085548175477066,0.2739078269432787,0.42279175353664855,0.11293296698088982,4
dhondt_do,prs_4_se=4_noc=1000,3.5375874691568314,1.675587465821025,0.22316995550443788,1.5296052843779326,0.534497929026787,0.30959753730187567,0.36344982325413605,0.1594663315462803,4
ep_fuzz_dhondt,prs_4_se=4_noc=1000,3.4986584331691266,2.2474040123402528,0.4194598148427989,0.9354942975817249,0.577078610455472,0.4167088775297284,0.553368167188015,0.11930471072338372,4
fai,prs_4_se=4_noc=1000,3.7240800231061875,2.0345093588827514,0.31308573615049684,1.3920120025705547,0.5844615301647411,0.39233569298732884,0.4990068169315571,0.14922010407566141,4
gfar,prs_4_se=4_noc=1000,1.2918130037374795,0.5398884596817443,0.20841140859624283,0.6712538090236485,0.18648926911100241,0.09663980525438766,0.33425752166348743,0.07116031475156942,4
