alg_name,group_name,avg_ratings,corr_ratings,mae_ratings,avg_ndcgs_ratings,corr_ndcgs_ratings,mae_ndcgs_ratings,group_size
avg_uniform,prs_2_se=1_noc=1000,4.126847059545107,,0.34723946937467953,0.6475339480776243,,0.325193753365221,2
dhondt_do,prs_2_se=1_noc=1000,3.487439630272798,,0.2937116502947987,0.5854520115885582,,0.3206513357714888,2
ep_fuzz_dhondt,prs_2_se=1_noc=1000,3.28757370091707,,0.1365260573684597,0.6461129411767256,,0.09725988724707954,2
avg,prs_2_se=1_noc=1000,3.9198473380589856,,0.2840414956686023,0.6315775026818939,,0.24215166820702866,2
avg_uniform,prs_2_se=4_noc=1000,4.808142117924988,,0.3035486091079,0.7675071481569857,,0.26184008757632415,2
dhondt_do,prs_2_se=4_noc=1000,4.389529403617606,,0.2581799563218324,0.7265928135810152,,0.2646967547968899,2
ep_fuzz_dhondt,prs_2_se=4_noc=1000,4.142306285521015,,0.15776859646450817,0.7497189587783997,,0.12165933896826513,2
avg,prs_2_se=4_noc=1000,4.6503292634338145,,0.25363631909035833,0.7516543845419976,,0.19709321812826397,2
avg_uniform,prs_3_se=1_noc=1000,3.525934401124716,0.02141288587583444,0.2844853348444348,0.5039580569067444,0.02141288587583444,0.26459663853866516,3
dhondt_do,prs_3_se=1_noc=1000,2.730002021111548,0.3787833388457797,0.24428460307024824,0.44152679542266593,0.3787833388457797,0.256386476869182,3
ep_fuzz_dhondt,prs_3_se=1_noc=1000,2.6856286696828904,0.5656538145618483,0.11791994606739709,0.5033240991695309,0.5656538145618483,0.08752336082585767,3
avg,prs_3_se=1_noc=1000,3.2772412747219204,0.3789989587955286,0.23984756721406847,0.48657608080430076,0.3789989587955286,0.20907345982504888,3
avg_uniform,prs_3_se=4_noc=1000,4.456206261785701,-0.003093804932793262,0.240693456575301,0.6482137993046856,-0.003093804932793262,0.21205408218752347,3
dhondt_do,prs_3_se=4_noc=1000,3.9105895991921424,0.3014182102949262,0.20318318905477378,0.5972713876483629,0.3014182102949262,0.23121121929874797,3
ep_fuzz_dhondt,prs_3_se=4_noc=1000,3.8061867959285154,0.4630347384585263,0.12900425402869947,0.6358679987146156,0.4630347384585263,0.10528120228309829,3
avg,prs_3_se=4_noc=1000,4.251051131339744,0.30482081815360706,0.2054190400177518,0.6265238112620349,0.30482081815360706,0.16831376729309938,3
avg_uniform,prs_4_se=1_noc=1000,3.136704805523157,0.003735422910181505,0.23359185772290691,0.42619815307775116,0.003735422910181505,0.21517146889959105,4
dhondt_do,prs_4_se=1_noc=1000,2.314577860429883,0.32343630727010486,0.19782974957574853,0.3623323096662245,0.32343630727010486,0.20571205070000126,4
ep_fuzz_dhondt,prs_4_se=1_noc=1000,2.398032028540969,0.4867907138264236,0.10479026538427627,0.42149605112981986,0.4867907138264236,0.0840190731231578,4
avg,prs_4_se=1_noc=1000,2.894614074200392,0.37034262612401825,0.2091648942679742,0.4045819731432221,0.37034262612401825,0.18522973093592016,4
avg_uniform,prs_4_se=4_noc=1000,4.018081161819398,-0.0012457586617641056,0.19738237444954593,0.5702123649281015,-0.0012457586617641056,0.17393074291411173,4
dhondt_do,prs_4_se=4_noc=1000,3.412769129782915,0.29974444682962487,0.17192930765440922,0.5164161027764885,0.29974444682962487,0.16510098581592933,4
ep_fuzz_dhondt,prs_4_se=4_noc=1000,3.4673341298103333,0.43070488121360984,0.10489956978335516,0.5629972146248474,0.43070488121360984,0.09131686631420646,4
avg,prs_4_se=4_noc=1000,3.8131521291807293,0.30915366425399404,0.17141250909954941,0.5495056548638829,0.30915366425399404,0.1424866860922695,4
avg_uniform,prs_6_se=1_noc=1000,2.6161996638178824,0.02632867483995736,0.16821568361722006,0.3422690739881703,0.02632867483995736,0.1561119463441436,6
dhondt_do,prs_6_se=1_noc=1000,1.8199039512388409,0.29855108945323766,0.14689067985870755,0.27558133044326977,0.29855108945323766,0.1474999172303788,6
ep_fuzz_dhondt,prs_6_se=1_noc=1000,2.009492920681834,0.43914690049254407,0.07714887335102331,0.33368104348036637,0.43914690049254407,0.06893845004389086,6
avg,prs_6_se=1_noc=1000,2.4198785593509675,0.367209284837491,0.15430263497106353,0.3233848921735639,0.367209284837491,0.14099281802753036,6
avg_uniform,prs_6_se=4_noc=1000,3.5804604998230936,-0.0032476470527721163,0.1377986465436582,0.49312120931365927,-0.0032476470527721163,0.12244449446703501,6
dhondt_do,prs_6_se=4_noc=1000,2.987623227506876,0.2553741081741588,0.1191401760368827,0.4347782572912809,0.2553741081741588,0.12058166810449651,6
ep_fuzz_dhondt,prs_6_se=4_noc=1000,3.1307521895766257,0.358196237606955,0.0773427267034301,0.4800328094598985,0.358196237606955,0.07029394018462876,6
avg,prs_6_se=4_noc=1000,3.393659450531006,0.3071296620834892,0.1234542673127012,0.46856381446164846,0.3071296620834892,0.10600828888741225,6
avg_uniform,prs_8_se=1_noc=1000,2.213784898817539,-0.020362841420402282,0.13457554821350937,0.286905353016183,-0.020362841420402282,0.1275403839296418,8
dhondt_do,prs_8_se=1_noc=1000,1.4411100083738566,0.22966180565884833,0.11393021156630924,0.22333967467822624,0.22966180565884833,0.10881060551441923,8
ep_fuzz_dhondt,prs_8_se=1_noc=1000,1.665878405213356,0.3796288507258873,0.06360698004204564,0.27249324500198613,0.3796288507258873,0.0593898634686465,8
avg,prs_8_se=1_noc=1000,2.0344017834663393,0.31662185630048645,0.1230896984927862,0.26926446279237126,0.31662185630048645,0.11440741770353384,8
avg_uniform,prs_8_se=4_noc=1000,3.304568843871355,0.01808088045018048,0.1071222087887778,0.4383351149632831,0.01808088045018048,0.09738127096838153,8
dhondt_do,prs_8_se=4_noc=1000,2.6495454398542644,0.23137283694254393,0.09487441610451895,0.3732111373689586,0.23137283694254393,0.09315352375920664,8
ep_fuzz_dhondt,prs_8_se=4_noc=1000,2.886278903365135,0.3316764287360075,0.061132727334414994,0.42252638194391645,0.3316764287360075,0.0579475146683287,8
